"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",1877,2,2,49,5,3,4,0,2,3,4,5,1,1,1,1,7,2,3,2,1,0,0,9
"2",4,2,941,1,0,2,3,3,1,2,0,5,1,1,0,5,0,4,3,4,0,1,10,0
"3",2,2,0,0,0,0,737,0,3,0,4,4,0,0,1,0,0,1,1,0,186,1,0,1
"4",14,5,3,1,3,945,3,4,1,0,1,9,1,4,1,1,3,1,3,0,1,0,0,0
"5",6,6,4,634,1,1,1,3,4,2,6,1,0,2,2,1,2,3,4,5,0,0,0,3
"6",7,7,6,2,773,4,6,0,6,1,1,5,3,1,1,1,3,2,6,3,1,0,0,5
"7",5,7,2,1,3,3,1,2,2,1,12,2,2,560,570,2,0,2,5,3,0,0,0,6
"8",4,3,3,2,1,2,3,600,1,1,7,3,2,0,1,1,2,1,1,2,1,0,0,0
"9",6,2,2,2,4,5,2,0,3,688,2,2,0,0,1,0,0,1,0,2,0,1,0,1
"10",3,11,2,1,1,1,2,0,1,0,1,1,4,5,4,1,1,1,2,499,1,382,0,1
"11",5,3,48,3,0,9,6,4,1,0,0,931,0,4,1,0,3,1,4,1,0,2,0,2
"12",2,506,1,1,1,1,5,0,2,1,1,2,2,0,1,0,1,0,1,3,2,0,0,1
"13",4,657,1,1,1,2,0,0,4,3,2,4,1,2,3,6,2,1,1,1,1,1,0,3
"14",1,3,2,0,3,1,1,1,1,1,1123,0,0,0,0,2,3,0,1,1,0,3,0,1
"15",4,4,0,1,2,1,5,0,727,5,2,1,4,2,4,2,0,1,5,1,0,0,0,1
"16",4,1,1,1,1,1,1,1,1,1,4,3,0,0,0,0,1041,1,1,0,0,0,0,0
"17",3,0,2,0,1,1,0,2,3,1,1,1,304,1,1,1,1,1,4,0,1,1,0,0
"18",0,1,0,1,1,0,2,0,0,1,2,0,0,0,2,1,0,256,0,0,0,0,0,2
"19",2,3,1,2,1,0,3,0,3,0,2,0,0,1,1,1,1,0,1174,0,0,1,0,2
"20",1,1,3,1,2,1,1,2,2,0,1,3,1,2,0,778,1,0,0,1,0,0,0,0
"X",9,4,5,5,3,2,4,2,4,4,6,5,4,5,1,1,4,1,2,2,1,4,49,783
