"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",449,0,435,599,24,6,3,39,0,1,23,0,18,4,1,1,0,1,0,0,0
"3",0,0,123,1,1,134,1,0,301,0,0,0,0,85,0,248,10,0,0,0,0
"4",0,1,156,0,320,17,1,106,2,0,0,0,0,0,0,0,0,0,0,0,0
"5",9,0,1,0,0,0,0,0,0,0,153,0,263,1,78,1,18,177,0,0,1
"6",29,0,1,42,0,0,2,0,52,211,0,0,135,3,0,1,344,0,0,0,0
"7",0,1,0,6,287,294,0,0,11,0,44,54,18,0,1,0,0,0,0,0,0
"8",48,0,38,59,0,0,1,112,0,0,0,0,3,70,191,5,0,0,0,0,0
"9",0,227,0,249,1,0,0,0,1,0,0,0,63,0,0,0,2,0,66,0,0
"10",1,84,0,0,1,18,76,4,0,81,2,0,20,64,0,1,0,22,220,0,0
"11",0,109,1,0,0,0,317,1,265,0,0,0,0,0,0,0,0,0,236,0,0
"12",0,1,0,0,178,216,1,0,1,262,2,0,1,1,168,4,1,0,0,0,0
"13",6,1,16,1,37,0,0,43,0,0,0,0,0,128,0,1,0,1,0,0,0
"14",0,1,0,0,0,1,0,0,0,0,0,363,0,149,1,0,0,0,0,0,1
"15",0,149,0,0,0,1,125,2,211,1,1,1,0,0,0,0,2,0,0,0,0
"16",0,1,0,0,0,0,153,313,0,0,5,0,0,1,0,79,106,0,0,0,0
"17",0,0,0,0,0,0,0,2,0,1,930,0,0,0,0,0,0,0,0,0,0
"18",21,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,28,177,0,0,0
"19",2,0,0,0,0,1,487,177,62,107,1,1,2,1,1,0,79,0,0,0,1
"20",0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,101,19,0,0,0,0
"22",0,0,0,0,24,11,0,6,0,23,46,0,0,0,166,48,0,0,0,0,0
"2A",56,40,0,0,48,115,3,0,1,9,55,91,0,1,0,0,94,0,1,0,0
"2B",339,163,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,13,1,0,0
"Y",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"X",1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,436
