"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",461,5,425,597,67,7,3,38,0,0,29,0,19,3,0,4,0,0,0,0,0
"2",0,0,117,0,0,100,0,0,294,1,1,0,0,82,0,243,10,1,0,0,0
"3",0,1,0,0,272,253,0,0,11,37,34,55,20,0,1,93,20,0,0,0,0
"4",32,0,1,39,0,2,1,0,55,204,1,1,134,3,2,0,327,0,0,0,0
"5",0,0,159,1,276,18,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0
"6",8,0,0,2,0,1,0,0,1,1,147,0,257,0,78,1,19,173,0,0,0
"7",0,144,0,0,1,0,119,0,204,0,1,349,0,140,0,1,1,0,0,0,0
"8",51,0,36,60,0,0,2,117,0,1,0,0,3,87,181,5,0,0,0,0,0
"9",0,81,0,1,0,19,75,4,0,78,1,0,19,86,0,0,1,21,222,0,0
"10",0,434,0,0,23,13,0,7,0,18,44,0,1,0,177,46,0,0,0,0,1
"11",1,2,1,0,174,249,4,0,0,266,0,0,0,0,169,3,1,0,0,0,0
"12",291,160,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"13",102,37,0,0,46,112,3,1,0,9,52,87,1,1,1,2,95,14,0,0,0
"14",0,145,0,0,0,0,336,0,256,0,0,0,0,0,0,0,0,0,243,0,0
"15",0,230,0,235,0,0,1,0,0,0,1,0,63,1,0,0,1,0,65,0,0
"16",0,0,0,1,0,0,0,1,0,1,882,0,2,0,0,0,1,1,0,0,0
"17",7,0,24,0,35,0,0,44,0,0,0,1,1,150,0,0,0,1,0,0,0
"18",22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,171,0,0,0
"19",2,2,0,1,0,0,456,161,57,109,2,1,1,2,1,0,81,0,0,0,2
"20",0,1,1,0,0,0,153,300,0,0,7,2,0,1,0,76,110,0,0,0,0
"X",0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,500
