"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","X"
"11",0,0,1.58333333333,0,0,0,0.5,0,0.5,2.08333333333,0.0833333333333,0,0.833333333333,0,0,0.0833333333333,0,271.633333333,0,0,0,1.0,0.3,0.333333333333,0,0,0.75,0,0,0.333333333333
"12",0,0,1.0,0,0,1.0,0,16.0,0.0909090909091,0,0,0,0,0,0,1.0,1.68181818182,0.5,0.590909090909,0,0,243.410144928,0,0,0.833333333333,0,0,0,0,4.30303030303
"13",0.666666666667,0,0,0,0,0.5,202.666666667,0.5,0,5.83333333333,1.0,0,0,0,0,0,0.5,0,1.33333333333,20.5,0,0,0,0.333333333333,0,0,0,0.75,0,0.666666666667
"14",1.0,0,0,0,0,0,0.5,0,0,1.0,1.0,0,0,1.0,0,0.5,0,1.0,29.8333333333,0,0,0,0,0,273.583333333,0,0,1.0,0,1.0
"15",1.5,0,0,0,0.5,0.166666666667,0,0.5,0,0,0.333333333333,0.166666666667,0,0.5,0.5,0,262.333333333,0.5,0,0.166666666667,0.166666666667,0,0,0,0.333333333333,0,0,0,1.5,0.666666666667
"1A",0.133333333333,1.0,4.55769230769,147.166239316,468.067156863,0.0192307692308,0.557692307692,0,0,1.75,1.5,0.519230769231,36.2051282051,1.33333333333,0.371794871795,0.852564102564,0.0192307692308,0.5,1.01923076923,0.0192307692308,0.769230769231,0.619230769231,4.08846153846,0.1,0.5,0.2,0.0384615384615,0,0.769230769231,5.99145299145
"24",0,0,0.666666666667,0,0.333333333333,0,0,0,0,0.333333333333,0,1.0,0,0.333333333333,87.6666666667,0,0,1.0,0,0,0,0,0.0512820512821,0,0,0,0,0,38.3333333333,0
"18",1.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,222.523809524,0,0,0.5,0,0,1.0,0,0.5,0,0,0
"1B",13.0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,11.5,0,0,0.5,0,0,1.0,0,0,0,0,0,0,0,0,0
"20",0.5,0,0,0.5,0,0,0.5,0.5,0,2.0,1.0,0.5,238.75,0,0,0,0,0,0,0,0.5,0.5,0,0.25,0,0.5,0,0,0,0
"21",0.5,10.5,4.0,0,0,0.5,0,0.333333333333,0,0.5,0,0.5,0,0.5,0,115.0,0.5,0,1.0,0,0,0,0,0,0.5,0,0,0,0,0
"22",0.25,0.25,0,8.5,0,0.333333333333,0,14.0,0.583333333333,0,20.8333333333,0,4.25,0.5,0.5,0,0.5,0.5,0.333333333333,0,0,1.0,1.0,0,0,0,30.5,0,0,0.666666666667
"23",2.33333333333,105.833333333,54.0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.333333333333,0,0.5,0.5,0,0,0,0.5
"LG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
"25",0,0,48.9166666667,0,0,0.5,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25
"26",0.833333333333,0.833333333333,42.0,0,0.5,0,0,0,1.0,0,0,0,0,0,0,47.5,1.0,0,0.5,0.5,0,0.5,42.6923076923,0,0,0,0,0,0,0
"27",0,0,1.0,0,1.125,0,0.438095238095,0.333333333333,0,3.0,1.0,0,0,0,0,1.5,0,0,135.333333333,0,0.571428571429,0,2.00476190476,0,0,0,0,0,0.5,0.5
"28",0.25,0,0,0,0.25,0.5,153.976190476,0.25,0,2.0,2.5,0,0,0,0,0.5,0,0.571428571429,1.0,1.0,0.333333333333,0,0,0,0,0,0,0.285714285714,0,0.916666666667
"Un",48.3833333333,41.7386363636,81.9358974359,33.4044871795,101.656862745,34.7980769231,57.3206593407,15.29004329,2.15,38.994047619,50.0307017544,18.7564102564,45.0271062271,26.4916666667,31.0128205128,35.6730769231,25.8754578755,38.1733333333,56.8959340659,7.50641025641,29.1424825175,35.4861204013,14.4716117216,21.3166666667,20.0,23.95,10.0961538462,13.9166666667,24.4064102564,41.6786464901
"Z",0.4,1.2,2.7,0.5,1.95833333333,8.83333333333,83.2547619048,234.652380952,0.333333333333,44.6666666667,1.72222222222,0,1.5,0.25,3.0,1.5,0,2.83333333333,1.83333333333,132.083333333,1.0,1.0,0.00238095238095,25.8333333333,0,0,9.0,0,0.5,0.897540983607
"4A",3.5,2.16666666667,0.333333333333,0.666666666667,0,1.25,1.39285714286,2.14285714286,0.842857142857,0.892857142857,0.5,3.0,0.642857142857,2.25,2.5,0.75,1.25,1.93333333333,1.5,0.5,1.16666666667,0,0.892857142857,1.25,0.5,0.5,1.0,0,0.5,197.242310695
"17",0,0,0.666666666667,0,0.5,0,0.916666666667,35.5,0,0.166666666667,185.416666667,0.166666666667,0,0,0,0.5,0,0,0.166666666667,0,0.5,0,1.75,0,0,0,0,0.25,0,0
"19",0.5,0.0113636363636,0,0.125,0,0.125,1.10606060606,0.333333333333,0.215909090909,0.5,0.125,0,0,0.125,0.670454545455,0,0.5,0,180.958333333,0,0.0113636363636,0,0.424242424242,0,59.6666666667,0,0,0,0,1.125
