"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","X"
"1",183.916666667,7.58333333333,46.5,12.0,57.3333333333,0.583333333333,0.75,1.0,0.95,0.333333333333,45.75,229.25,0.5,0.75,84.1666666667,7.83333333333,1.5,1.25,2.83333333333,0.5,6.0,1.25,1.25,0.5,2.25,2.0,1.0,0.5,47.3333333333,105.5
"2",32.5833333333,3.75,1.58333333333,195.708333333,2.08333333333,2.625,9.03428571429,24.0,2.16666666667,2.79166666667,4.83333333333,0,75.3333333333,263.758333333,2.0,2.0,1.0,2.16,4.35333333333,51.5,1.0,97.1666666667,82.1238095238,130.466666667,1.33333333333,0,7.33333333333,0.25,0,1.5
"3",5.0,2.0,1.5,0,2.08333333333,0.5,0.928571428571,25.3333333333,339.342857143,0,214.138888889,1.14285714286,61.95,0.833333333333,0.5,84.3333333333,1.83333333333,1.64285714286,2.0,0.5,3.5,1.0,108.0,0,0,0,8.14285714286,48.6666666667,2.0,2.0
"4",0.642857142857,0,0.5,0.5,0.625,329.55952381,0.642857142857,18.5,0.5,0.5,21.5,0.642857142857,13.1071428571,0,0,0.5,92.4523809524,0,1.75,0,0.142857142857,0,1.0,0,1.5,0,69.6666666667,0,0.5,1.14285714286
"5",0.722222222222,0.5,1.17521367521,0.25,1.22549019608,0,2.65384615385,2.30769230769,0,268.278388278,8.80555555556,0.111111111111,1.33333333333,0,156.333333333,0,0,0.111111111111,0.0769230769231,0,129.525641026,0,1.0,0.222222222222,0.5,0,0.5,0,118.933333333,0.779914529915
"6",0,1.0,0,1.5,0,2.5,0,1.0,0.25,0.5,2.5,0,0,0.75,1.5,0,0,1.0,2.5,0.5,0.5,0.0666666666667,1.0,0,0,236.05,0,139.166666667,0,0.5
"7",42.1666666667,314.833333333,18.6666666667,1.5,2.0,1.0,1.0,0,0.5,0.5,0.25,0,0,0,0.5,0.5,0.5,1.0,0,0,0,0.376811594203,1.0,0,0,0.5,0,0,0,0.5
"8",0,0,248.416666667,0,0.558823529412,0,1.0,2.42424242424,1.0,1.0,0.5,0,2.83333333333,0,0,45.5,0,0,0.5,0,0,0,0.5,0,0,0,0.75,0,0,1.5
"9",229.066666667,54.8333333333,37.6666666667,0.133333333333,1.0,0,0,0,1.0,0.833333333333,0.0526315789474,1.0,1.33333333333,0,0,1.5,1.0,0,2.0,0,0,0.666666666667,0,0,1.66666666667,0,0,0,0.333333333333,1.0
"10",0.2,1.2,0.25,0,0,0,0.25,0.25,0,144.361111111,0,0,0.5,1.5,0,0,1.66666666667,1.0,0.5,0,153.2,0,0,0,0,0,0,0,0.5,0.622222222222
