"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",3,1,0,1,0,0,0,0,1,0,0,1,979,1,0,272,1,2,0,0,0,3
"3",0,0,0,1,0,0,0,0,309,0,0,2,0,486,1,0,0,0,0,0,1,0
"4",1,161,0,1,1,0,0,0,2,0,0,1,1,1,327,1,3,0,0,0,0,0
"5",1,0,338,1,0,1,3,1,0,0,220,0,0,0,0,0,1,0,0,0,1,0
"6",0,0,0,0,0,0,0,2,2,0,1,671,0,2,1,0,0,0,0,0,0,2
"7",0,2,2,2,0,33,179,0,0,198,0,0,40,1,0,0,1,0,0,0,0,2
"8",1,86,257,0,0,0,0,0,0,0,1,1,0,1,8,0,0,1,0,0,0,0
"9",318,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1
"10",0,2,0,1,0,0,2,1,0,0,0,0,1,0,0,91,0,365,0,0,0,0
"11",613,1,2,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,1,0,0,0
"12",1,1,0,329,1,1,1,229,0,1,2,2,0,1,1,1,0,0,1,0,83,0
"13",1,1,0,0,0,0,1,143,1,0,0,0,0,0,0,1,0,1,0,0,0,2
"14",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,1,157,0,2
"15",0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,272,0,0,0,0,0
"16",2,1,0,0,196,147,1,1,0,1,0,1,0,0,3,1,0,0,1,0,0,0
"17",0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,581,0,0,0
"18",0,0,0,0,0,0,0,0,208,0,0,0,1,0,0,0,0,0,0,0,0,0
"19",3,0,0,3,69,0,1,0,1,0,0,1,2,2,0,0,2,0,0,0,0,2
"20",1,0,0,227,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"21",0,0,0,1,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
"22",0,1,0,46,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,36,0
"Un",6,2,0,0,0,0,0,2,0,0,2,0,3,0,0,0,3,2,0,1,0,0
"X",2,2,0,0,1,0,1,2,0,0,1,0,2,4,1,0,0,1,1,0,0,419
"2a",0,458,0,1,0,1,1,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0
"2b",0,0,1,1,0,0,418,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
