"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","X","2a","2b"
"1",42,94,0,0,1,10,0,0,1,109,47,205,0,8,1,2,0,0,0,62,0,96,39,0
"2",9,113,1,2,76,173,229,22,62,0,1,0,2,1,1,49,113,1,0,0,1,0,2,1
"3",132,0,1,2,429,0,32,0,0,2,0,0,0,1,1,0,0,0,53,1,0,0,204,0
"4",0,0,407,0,0,0,34,0,0,0,0,0,0,0,1,1,0,0,11,0,0,0,19,0
"5",0,0,0,0,1,0,2,2,0,261,0,0,271,57,0,0,0,0,0,0,0,1,0,0
"6",1,0,0,1,1,1,0,1,317,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"7",0,27,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,12,0,0,0,287
"8",256,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"9",2,195,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,7,0,0,0,84
"10",0,0,0,0,0,0,1,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,1,1
"11",2,1,0,0,0,0,0,0,0,0,0,0,2,0,220,0,0,25,0,0,0,0,0,0
"12",2,213,0,0,0,0,0,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"13",0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"14",0,2,0,26,0,54,1,0,2,0,0,0,1,0,186,0,0,1,0,0,0,2,2,0
"15",0,0,0,1,0,0,0,0,0,1,134,0,0,0,0,0,0,0,0,0,93,0,0,0
"1A",1,0,0,1,2,128,0,0,31,0,276,0,0,0,0,0,0,0,0,0,137,2,1,0
"24",0,0,0,0,0,0,0,0,0,112,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"18",0,1,0,178,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"1B",0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,11,0,0,0,0
"20",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,209,0,0,0,0,0
"21",111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"22",0,0,0,1,1,8,41,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,21,0
"23",147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LG2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",89,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"27",1,0,0,120,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,134,0,0,0,0,2,0
"Un",59,7,2,23,9,6,12,2,0,23,51,0,3,4,11,10,8,48,6,0,5,8,22,0
"Z",4,1,8,82,0,0,7,214,0,4,1,0,0,2,1,160,22,2,1,0,0,3,2,2
"4A",0,2,0,1,0,1,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,177,0,1
"17",0,1,0,0,2,0,0,188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"19",0,0,0,97,0,47,0,0,0,0,1,0,0,0,1,54,0,0,0,0,0,2,0,0
