"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","X"
"1",396,5,50,5,3,2,42,119,215,1,276,201,3,3,3,0,4,24,2,5,4,1,2,1,4,1,5,1,0,298,1,3,1,3,0,1,1,0,8
"2",5,102,138,64,0,6,3,13,2,7,180,3,4,78,1,8,3,599,2,491,116,3,1,1,4,0,1,1,3,6,0,5,0,3,2,1,3,4,6
"3",26,4,2,4,16,525,3,4,5,211,2,3,2,2,5,1,369,2,3,2,1,3,3,1,0,0,0,2,4,1,0,1,0,2,0,0,1,0,4
"4",2,3,4,0,3,150,167,2,3,1,1,3,199,0,2,0,196,1,0,0,1,1,0,0,1,0,4,4,155,0,0,1,0,1,6,0,0,125,4
"5",2,2,8,1,1,3,1,2,3,372,0,2,2,9,114,4,0,1,0,1,1,2,4,1,1,1,412,2,8,1,1,1,1,1,1,0,0,0,8
"6",528,330,4,2,332,44,107,2,3,1,2,2,5,3,202,0,1,2,1,1,0,2,3,3,0,2,0,1,1,1,2,2,0,2,3,1,1,0,5
"7",18,0,88,1,2,1,2,373,8,1,4,338,6,0,46,0,3,1,1,5,0,1,1,2,3,1,2,0,2,92,0,1,3,1,169,2,2,0,3
"8",6,1,154,1,1,1,1,2,1,2,2,2,129,0,89,0,2,2,53,2,2,2,0,0,0,0,0,2,2,1,1,173,4,0,0,0,0,0,6
"9",2,1,0,2,279,1,170,3,3,2,3,3,0,119,0,25,1,100,2,4,374,0,3,2,0,1,1,1,0,0,0,3,0,1,1,0,1,43,4
"10",39,145,0,1,1,11,103,2,0,0,38,0,0,0,1,0,3,1,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,2,2,0,0,43,4
"11",1,1,2,1,0,0,0,1,2,2,2,0,1,0,0,1,0,0,0,0,0,199,0,0,113,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"12",3,0,1,1,177,1,2,3,723,2,1,0,2,3,1,0,0,1,2,2,1,2,2,2,0,3,1,0,0,1,0,0,0,0,2,1,1,0,6
"13",3,7,4,2,4,3,1,0,0,2,1,1,1,4,0,2,3,3,1,360,1,2,275,1,1,0,4,0,2,0,166,2,234,143,0,1,0,0,3
"14",26,1,4,206,2,3,1,2,1,1,0,0,2,1,3,3,0,0,2,0,0,0,0,1,110,386,0,338,1,0,3,4,2,2,0,0,0,1,9
"15",6,0,3,4,1,1,0,1,1,3,1,7,5,6,1,111,4,1,93,0,2,1,2,0,200,5,1,0,1,2,2,0,3,0,0,142,211,0,4
"16",8,76,0,194,1,5,1,3,1,2,0,0,4,2,1,1,1,0,2,0,2,2,2,0,0,3,0,0,0,1,0,2,1,33,3,1,0,0,3
"17",1,23,0,1,0,0,0,0,0,1,3,1,1,0,0,62,0,0,1,1,0,1,13,456,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"18",3,0,2,1,2,0,1,1,11,0,0,1,1,177,2,163,1,19,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,2
"Y",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"X",3,2,1,4,0,0,4,2,2,1,0,0,1,4,0,2,3,0,4,3,3,0,1,0,0,0,7,3,0,0,4,2,2,2,0,0,0,0,726
