"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","X"
"1",269,9,602,168,2,1,1,0,2,239,3,7,40,3,112,0,0,5,1,1,48,0,2,2,0,0,119
"2",37,24,2,226,11,1,2,0,272,0,1,2,80,3,0,50,0,1,106,83,0,0,141,0,0,10,1
"3",4,43,250,0,1,0,1,321,11,0,1,96,63,0,1,0,1,0,0,107,2,0,0,0,47,10,0
"4",2,20,31,0,1,357,0,1,1,2,1,0,16,1,1,0,92,0,0,0,0,0,1,1,0,73,219
"5",0,1,2,0,1,0,289,0,1,0,0,0,0,1,182,0,0,136,0,0,129,0,0,0,1,0,0
"6",0,1,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,260,0,0,152,0,0
"7",63,341,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8",303,1,1,0,0,0,1,1,0,0,0,105,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1
"9",287,59,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0
"10",0,0,0,1,0,0,154,0,0,0,0,0,0,0,0,0,1,170,0,2,0,0,0,1,0,0,0
"11",0,1,0,1,1,0,1,0,0,0,0,0,0,285,0,0,0,0,2,0,0,0,0,0,0,1,0
"12",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,248,0,0,0,0,0,1,0,2
"13",0,0,0,0,226,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,0,1,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,281,2,0,1
"15",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0
"16",1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"17",3,35,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"18",1,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"19",0,1,1,1,0,0,1,0,0,0,198,0,0,0,1,0,0,0,0,0,2,0,0,57,0,0,1
"20",1,0,0,0,0,0,2,0,1,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",11,52,0,0,0,0,0,0,1,0,1,138,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"22",0,24,27,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"23",67,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"24",0,0,1,0,0,0,0,0,0,2,0,0,0,1,102,0,0,1,0,0,39,0,0,0,0,0,0
"25",101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"26",52,0,1,0,0,0,0,1,0,0,0,78,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1
"27",0,0,1,0,0,0,2,0,0,0,171,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"28",0,0,1,0,188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z",1,239,0,2,94,8,47,0,1,0,0,0,0,2,1,134,0,0,1,1,0,0,39,0,0,9,0
