"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",2,2,1,1,0,0,0,0,1,0,1,1,974,1,0,279,3,1,0,0,0,1
"3",0,1,1,0,0,0,1,1,315,0,0,0,0,485,1,0,0,1,0,0,0,0
"4",1,166,0,0,0,0,1,0,2,0,0,0,2,0,319,2,3,0,0,0,0,0
"5",1,2,338,1,1,0,2,1,0,0,56,0,0,0,1,0,0,0,475,0,0,0
"6",1,0,0,0,0,0,0,1,2,0,1,712,0,1,0,0,0,0,0,0,0,0
"7",0,1,1,1,0,33,175,0,0,198,0,0,38,1,0,0,0,0,1,0,0,3
"8",1,87,259,1,0,0,1,0,0,1,1,0,1,1,10,1,0,0,0,0,0,0
"9",326,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
"10",0,3,0,1,0,0,3,1,0,0,0,0,0,1,0,88,0,359,0,0,0,1
"11",674,3,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1
"12",0,1,0,336,1,1,0,237,0,2,1,1,0,1,0,0,0,0,1,0,84,0
"13",1,1,0,0,0,0,0,145,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"14",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,216,0,0,158,0,2
"15",0,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,272,0,0,0,0,0
"16",2,1,0,0,194,147,1,1,0,1,0,2,0,1,3,1,0,0,1,0,0,0
"17",0,0,0,0,1,1,1,0,3,0,165,0,0,0,0,0,0,0,206,0,0,0
"18",0,0,0,0,0,0,0,0,201,0,0,0,1,0,0,0,0,0,0,0,0,0
"19",2,0,0,3,66,0,2,0,1,0,1,1,2,1,0,0,1,0,0,0,0,2
"20",1,0,0,215,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0
"22",0,1,0,42,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,0,45,0
"X",4,1,1,0,0,0,1,2,1,0,1,0,2,3,1,0,0,1,0,0,0,414
"2a",1,450,0,1,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0
"2b",0,1,1,1,0,0,412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
