"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","1A","17","18","1B","20","21","22","23","24","25","26","27","28","Un","Z","4A","19"
"1",976,7,9,1,7,5,1,4,1,1,0,13,2,3,1,786,1,3,25,1,1,0,0,2,2,5,0,1,319,2,8,1
"2",4,5,1023,0,3,0,0,0,1,0,1,1,0,1,1,1,0,0,2,0,0,0,2,0,3,0,0,0,76,0,1,0
"3",0,675,1,3,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,119,3,1,3
"4",2,3,0,640,0,2,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,1,41,0
"5",1,9,3,4,796,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,143,4,0,0
"6",0,459,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,4,0,85,1,0,0
"7",0,4,0,0,0,0,443,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,68,0,0,0
"8",11,0,0,7,1,460,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1,95,0,0,0
"9",10,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,9,249,0
"10",1,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,76,0,2,1
"11",1,0,0,0,1,0,0,0,367,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,59,0,2,0
"12",0,0,1,0,1,0,1,1,0,339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,47,2,1,0
"13",0,0,0,0,5,0,0,0,0,0,301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,2,0
"14",1,2,1,1,0,1,1,0,0,0,0,305,1,0,0,1,0,0,1,0,0,0,0,0,0,1,32,1,110,0,0,0
"15",1,0,0,4,0,0,0,0,0,0,0,0,274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1
"16",0,0,0,0,0,0,0,0,0,0,0,1,0,324,1,1,0,5,0,0,1,0,0,0,0,0,0,0,17,0,0,0
"17",0,1,2,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
"19",1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0
"20",0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,0,0,223,0,0,0,0,0,5,0,1,0,0,21,1,1,0
"21",0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,48,1,0,265
"22",0,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,48,0,0,0
"23",1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,40,0,0,0
"24",0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,64,0,0,0,0,0,0,5,0,0,0
"25",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,12,0,0,0
"26",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,19,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,1,0,0
"28",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,122,1,0,47,0,0,0
"29",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,63,0,0,0
"30",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,16,2,0,0
"Z",0,1,1,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,482,0,0
