"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","X"
"1",368,23,249,14,53,468,12,87,235,24,32,5,139,59,36,31,26,36,36,103,99
"2",180,220,28,178,149,51,205,156,65,389,35,46,25,21,30,57,109,89,42,218,106
"3",214,174,15,24,3,7,13,107,114,18,212,37,29,15,111,47,6,14,5,77,159
"4",287,248,209,14,251,13,106,14,47,7,3,8,109,50,12,6,82,660,1,48,29
"5",21,127,6,292,7,35,350,12,11,10,12,2,7,157,9,67,35,1,48,3,32
"6",72,27,368,446,25,39,10,71,13,302,13,2,10,76,4,22,163,7,12,1,18
"LGb",1,0,0,1,0,0,1,0,0,0,1,58,0,0,1,0,1,0,0,1,0
"LGc",0,0,1,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0,46,0,0
"LGa",0,1,1,1,1,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0
"LGf",103,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
"LGh",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGd",1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"LGg",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
