"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",451,0,419,617,24,6,5,32,0,1,27,0,17,1,0,3,0,1,0,0,0
"3",0,0,116,0,0,137,1,1,282,1,0,0,2,86,0,252,12,0,0,0,0
"4",1,0,161,0,317,16,1,104,0,0,1,0,1,0,0,0,0,0,0,0,0
"5",8,0,0,0,0,0,2,1,0,0,148,0,268,0,78,0,18,178,0,0,0
"6",35,0,3,40,0,0,1,0,57,205,0,0,137,4,0,1,298,0,0,0,0
"7",0,1,0,0,297,279,1,0,12,1,39,58,19,0,2,0,0,1,0,0,0
"8",49,0,37,60,0,0,1,120,0,1,0,0,2,86,185,5,0,0,0,0,0
"9",0,220,0,232,0,0,0,1,0,0,1,0,62,0,0,0,0,0,69,0,0
"10",0,83,0,1,0,15,78,3,0,80,1,0,19,77,0,1,0,18,221,0,0
"11",1,123,0,0,0,0,330,0,256,0,0,1,0,0,0,0,0,0,240,0,0
"12",0,0,0,0,182,211,1,0,0,253,0,0,0,0,168,4,1,0,0,0,0
"13",8,0,23,0,37,0,0,49,0,0,0,0,1,153,0,0,0,1,0,0,0
"14",0,1,0,0,0,0,0,0,0,0,1,361,0,136,0,0,0,0,0,0,0
"15",0,139,0,1,0,0,112,0,204,0,0,0,0,0,0,0,1,0,0,0,0
"16",0,1,0,0,0,0,151,293,0,0,6,0,0,1,0,76,114,0,0,0,0
"17",0,0,0,0,1,0,0,1,0,0,805,0,0,1,0,0,0,0,0,0,0
"18",21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,173,0,0,0
"19",1,0,0,0,0,0,469,164,59,111,1,1,2,1,1,0,79,0,0,0,1
"20",0,442,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,94,19,0,0,0,0
"22",0,0,0,0,24,8,0,6,0,26,44,0,0,0,175,33,0,0,0,0,0
"Un",3,1,2,4,0,5,8,0,0,1,2,1,0,4,1,1,1,1,2,0,0
"X",1,0,0,0,3,0,2,0,1,0,2,0,0,2,0,0,0,1,2,0,511
"2a",49,43,0,0,49,113,3,0,0,9,57,87,0,1,0,0,98,1,1,0,0
"2b",332,160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0
