"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",62,72,124,2,3,4,19,1,3,0,169,81,270,0,12,2,10,0,1,0,119,1,30,144
"2",24,7,173,5,58,105,232,318,29,91,0,3,1,1,3,2,7,156,6,1,0,3,20,2
"3",158,265,2,1,0,511,0,33,2,0,2,0,0,0,2,1,3,0,1,74,2,2,0,1
"4",0,26,1,581,2,1,1,41,0,0,0,0,0,0,0,5,2,0,0,20,0,3,0,0
"5",1,5,0,3,0,5,9,6,1,0,342,1,0,431,85,0,14,2,1,1,0,1,0,5
"6",1,3,1,6,0,1,2,0,1,493,1,1,0,0,0,0,2,0,0,0,0,0,0,2
"7",1,410,37,1,0,1,1,0,0,11,1,2,0,0,0,0,0,0,2,0,16,0,0,0
"8",368,0,0,0,0,1,1,0,4,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1
"9",3,117,265,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,1,8,0,0,1
"10",0,5,0,0,0,0,0,1,0,0,0,1,0,0,361,0,0,0,1,0,0,2,0,2
"11",1,0,2,0,0,1,0,6,0,0,0,1,0,2,0,270,0,1,38,2,0,0,0,1
"12",7,0,289,2,0,0,0,0,16,0,0,1,0,0,0,2,0,0,0,0,0,0,12,5
"13",0,1,0,3,285,2,0,0,0,3,0,0,1,0,1,0,2,1,0,0,0,0,0,1
"14",0,2,3,0,0,0,77,3,0,2,1,0,0,1,0,229,32,0,1,0,0,0,0,4
"15",0,2,1,0,0,0,2,0,0,0,1,187,0,1,0,0,2,0,0,1,0,127,0,0
"1A",33,11,3,0,0,156,177,0,7,50,0,354,0,2,5,2,2,3,2,0,7,192,0,13
"24",0,0,0,0,0,2,0,0,0,0,150,1,1,0,0,0,0,0,1,0,0,1,0,0
"18",4,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,282,0,0,0,0,0,0,1
"1B",0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,1,0,17,0,0,0
"20",0,0,0,0,0,1,0,1,1,0,1,0,2,0,3,0,0,1,1,297,0,0,0,0
"21",169,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"22",0,22,0,0,0,1,10,48,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
"23",178,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2
"LG2",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",104,0,1,0,0,53,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"27",9,0,0,0,0,3,1,0,1,0,0,1,1,2,0,0,166,0,0,0,0,1,0,1
"28",0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,176,0,0,0,0,1
"Un",807,142,215,99,58,230,86,72,61,160,100,196,43,75,139,34,109,40,104,68,36,59,22,125
"Z",8,8,3,12,289,2,0,10,286,0,3,1,0,2,2,1,2,33,2,1,0,1,0,11
"4A",2,3,5,3,4,3,6,3,3,1,5,0,6,3,0,2,2,1,2,0,1,2,8,253
"17",2,0,1,0,1,3,0,1,259,0,0,1,0,0,25,0,0,0,1,0,0,1,0,0
"19",4,0,0,0,1,2,78,0,1,0,7,0,0,0,1,1,219,0,0,0,1,1,0,4
