"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",32,1,3,5,5,11,665,3,4,152,6,3,109,2,3,2,80,70,69,2,2
"2",0,93,1,285,3,0,2,91,0,2,2,0,98,1,1,1,2,97,0,0,1
"3",11,1,1,2,158,3,135,1,22,10,2,2,76,1,1,0,14,12,2,0,0
"4",2,4,1,2,0,5,2,38,3,79,90,0,82,75,73,1,10,33,3,0,0
"5",1,2,3,188,1,5,1,244,344,0,211,3,2,2,2,0,0,5,0,1,3
"6",2,1,180,3,271,4,173,1,0,2,14,2,3,1,4,86,121,1,4,0,0
"7",312,2,115,1,4,1,2,3,1,0,4,3,5,1,2,2,30,116,2,0,7
"8",4,3,3,0,2,3,4,0,1,1,6,425,0,114,2,0,1,1,1,0,5
"9",4,245,17,2,2,4,3,2,0,18,815,0,1,1,2,0,5,2,3,0,2
"10",60,0,0,1,2,36,4,11,1,190,64,0,3,1,216,2,47,0,1,0,1
"11",1,12,4,290,1,3,3,4,1,0,103,3,22,0,0,0,3,74,8,0,1
"12",37,1,4,47,2,0,1,4,70,74,6,1,2,2,2,0,302,4,0,0,1
"13",3,1,0,5,127,1,4,1,5,0,6,0,2,1,194,1,1,1,1,0,1
"14",3,4,0,3,43,186,13,0,13,4,45,32,4,2,5,11,1,1,1,0,4
"15",2,0,44,241,4,0,0,37,0,98,2,3,1,52,3,0,1,1,0,0,2
"16",2,1,0,0,137,157,30,162,1,0,15,5,2,18,3,1,3,1,4,0,4
"17",5,42,183,3,54,115,7,1,2,3,1,91,4,1,1,0,61,2,0,0,5
"18",2,305,1,1,34,7,88,2,0,0,16,20,23,1,0,3,1,0,339,0,0
"19",52,31,44,1,1,6,0,14,0,0,2,0,1,1,2,1,3,14,1,0,3
"20",1,3,2,2,1,160,2,204,256,201,2,7,0,63,1,13,97,4,0,0,3
"21",1,14,1,0,0,0,436,0,35,2,1,0,2,0,1,1,0,1,18,0,2
"22",9,1,1,2,1,0,4,47,1,0,3,0,1,134,3,0,2,0,1,0,0
"23",4,16,53,3,2,2,1,0,178,4,3,0,3,23,3,2,13,0,0,0,0
"24",2,471,16,0,0,1,2,0,0,0,1,1,0,0,0,1,1,0,3,0,0
"25",171,3,24,0,40,0,0,35,2,1,0,2,0,123,1,0,1,1,0,0,3
"26",5,1,0,0,238,3,1,2,2,32,53,2,1,0,4,66,1,0,25,0,12
"27",1,0,2,1,0,282,1,1,5,15,2,0,1,0,203,6,3,2,1,0,7
"28",0,0,0,1,0,20,86,1,0,2,0,1,0,18,0,0,0,0,214,0,2
"29",52,0,39,59,2,2,1,2,1,1,0,1,3,0,5,5,0,0,0,0,0
"30",2,161,1,0,1,2,2,2,191,0,1,1,0,6,2,0,0,1,0,0,0
"31",1,0,0,1,2,0,0,2,1,68,0,0,0,0,2,140,20,2,1,0,0
"32",1,0,92,1,68,15,2,0,1,2,3,0,2,2,0,1,2,2,2,2,1
"33",0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,232,1,1,0,0,1
"34",1,2,74,1,15,0,2,1,0,3,0,1,37,2,14,67,0,0,1,0,2
"35",3,0,2,0,0,2,1,2,1,0,3,1,200,0,2,1,21,0,0,0,3
"36",4,150,1,1,2,1,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0
"37",202,0,2,0,0,1,1,4,0,1,2,0,0,1,0,0,1,0,0,0,0
"38",190,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"X",14,4,7,7,12,5,15,6,7,12,10,19,4,6,12,2,3,6,4,228,696
