"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","X"
"1",117.345083488,10.1,3.38606508434,67.7428571429,1.58333333333,1.19090909091,82.1428571429,195.332575758,2.16666666667,60.75,6.7,225.2,1.19090909091,3.42045454545,0.666666666667,7.16666666667,124.55952381,203.119047619,36.5,2.5,62.6,32.4170995671,35.5909090909,33.4166666667,35.35,2.34285714286,1.09090909091,2.0,0,44.4333333333,10.5,1.16666666667,27.5,1.17733990148,1.62857142857,7.0,77.1,28.6,25.0166815943
"2",112.361186697,78.7333333333,78.1,108.5,38.2666666667,6.92989417989,14.937037037,24.6203703704,179.187037037,43.5740740741,144.594444444,56.2797619048,1.5787037037,2.75993265993,3.38703703704,5.04166666667,15.475,3.47619047619,2.11574074074,345.2,3.99285714286,0.690740740741,2.56574074074,1.86666666667,10.0416666667,4.41111111111,105.9,2.0,0.291666666667,2.74537037037,1.7,3.36666666667,4.5,0.708333333333,8.65312169312,2.53703703704,15.8333333333,3.0,67.9247474747
"3",2.07738095238,0.75,14.3333333333,31.5,28.4583333333,4.2,21.5,0.833333333333,2.16666666667,20.2,0.416666666667,1.0,1.2,2.09090909091,0,3.44444444444,10.0,3.42857142857,16.0,4.08333333333,54.75,112.666666667,86.6666666667,1.5,120.75,2.0,0.2,128.833333333,0,0,114.9,3.2,87.5,89.7222222222,1.14285714286,0,11.5,2.0,128.857575758
"4",39.162414966,27.0,17.5,6.625,60.9583333333,104.666666667,117.25,6.625,2.75,1.0,10.4166666667,54.75,92.3333333333,2.07954545455,80.5,2.0,41.4583333333,2.25,0,3.0,1.875,0.583333333333,3.53333333333,167.05,6.0,2.42857142857,3.53333333333,2.25,116.525,5.16666666667,2.0,1.0,1.375,27.0,46.8257142857,0.5,4.83333333333,29.5,6.39621212121
"5",2.82182103611,27.6111111111,36.5833333333,1.41666666667,17.25,1.69444444444,1.0,1.39285714286,4.5,188.916666667,0.666666666667,4.0,43.5595238095,50.6060606061,153.027777778,84.3055555556,4.33333333333,52.003968254,47.0,3.75,1.5,0,1.30555555556,0.25,2.11111111111,1.67857142857,144.587301587,0.75,0.72619047619,1.25,2.0,95.1111111111,1.5,0.611111111111,0.142857142857,0.5,0.583333333333,1.0,5.08225108225
"6",35.7278911565,72.8333333333,0.5,1.58333333333,0.666666666667,0.333333333333,8.66666666667,1.5,233.133333333,1.41666666667,16.0,0.5,14.0,139.722727273,1.0,43.75,17.5,32.6428571429,0,2.5,0.25,0,68.0,0,0.25,2.0,0.5,0,1.0,2.0,0,3.0,0,10.5,0.5,0,2.33333333333,0.5,3.52272727273
"LGb",0,0,0,0,0,0,1.33333333333,0,0,0.5,0,0,0,0,0,0.333333333333,1.0,0,0,0,0,0,0,0,0,51.3333333333,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"LGc",0,14.0,0,0,24.0,1.0,0,3.0,0.5,1.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGa",0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGf",53.4230769231,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
"LGh",0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
