"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","X"
"1",801,65,1354,575,90,680,51,260,41,218,16,11,30,120,631,195,152,299,362,100,42
"2",357,551,59,72,285,29,47,91,248,966,64,142,510,59,27,24,51,32,41,632,35
"3",404,360,57,27,168,32,731,760,183,43,79,422,39,93,21,126,168,227,80,28,36
"4",2001,225,256,134,514,28,228,899,131,27,299,132,56,55,212,33,27,32,33,38,111
"5",1395,200,1017,42,19,7,122,60,27,15,8,49,6,405,7,130,7,8,54,5,20
"6",287,20,21,170,297,16,8,192,11,341,6,116,8,34,28,53,84,35,13,3,30
"7",36,178,19,20,16,1,20,39,284,21,125,17,4,11,101,52,7,7,2,13,86
"8",310,17,32,684,17,76,559,111,30,28,18,10,7,13,22,28,157,13,19,5,66
"Un",983,54,29,55,42,34,348,73,17,42,23,21,5,23,18,19,26,24,6,39,47
"X",87,7,17,10,8,8,15,20,9,10,3,6,3,10,4,10,12,20,3,2,251
