"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",349,394,47,41,451,156,22,44,31,914,40,522,187,522,30,35,13,37,11,324,5,97,13,52
"2",51,157,23,754,831,97,476,20,40,32,11,25,20,29,47,13,22,474,309,15,22,70,0,41
"3",161,395,41,118,42,28,33,14,209,36,30,22,248,17,30,422,17,18,13,13,4,543,1,27
"4",67,34,30,39,127,300,445,14,21,24,603,17,11,24,180,22,63,10,11,14,117,408,20,110
"5",18,20,642,16,34,13,11,7,15,11,625,10,51,21,8,8,3,2,7,5,2,40,16,13
"6",369,129,12,6,47,11,16,90,10,16,21,387,11,10,336,5,41,8,16,8,7,24,1,30
"7",127,13,14,14,49,237,8,4,20,10,5,11,9,61,66,15,147,4,1,1,21,12,1,85
"8",151,20,17,18,26,14,146,440,420,29,99,8,8,17,45,12,90,4,6,3,3,24,4,43
"Un",61,36,17,12,50,15,50,43,92,7,83,32,5,25,27,13,7,6,5,3,8,260,3,42
"X",14,16,12,14,15,17,8,8,8,13,16,5,17,6,9,11,4,3,1,3,2,21,2,335
