"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","X"
"1",12,1,1,11,46,52,119,0,0,0,2,0,0,0,42,0,209,0,86,2,0,0,0,0,0,78,0,1,0,0,0,97
"2",2,0,0,182,1,0,0,123,230,1,2,0,0,6,2,117,0,1,0,80,50,0,3,1,21,0,0,0,68,1,0,0
"3",51,19,0,0,26,0,0,0,0,215,2,2,0,1,222,0,2,0,0,123,0,56,0,0,0,0,12,0,0,56,104,0
"4",0,154,242,0,0,0,0,0,0,0,1,0,1,0,21,0,0,0,0,1,0,12,0,0,0,0,66,0,0,0,0,0
"5",119,1,0,0,0,0,77,0,0,0,0,192,0,0,0,0,0,0,1,1,0,0,0,236,1,0,0,0,0,0,0,0
"6",341,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"7",0,1,1,0,0,78,0,0,0,0,0,0,0,0,0,4,0,227,22,1,0,0,0,0,0,14,0,0,0,0,0,0
"8",1,97,0,0,154,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19,0,1
"9",0,1,1,0,9,69,0,0,0,0,2,0,1,0,0,65,1,14,124,0,0,1,0,0,0,7,0,0,0,0,0,0
"10",273,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2,0,232,0,1,0,0,0,0,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12",0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,213,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3
"13",0,0,0,0,0,0,0,0,0,0,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",3,0,0,0,0,0,0,0,1,1,27,0,254,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15",0,0,0,0,0,0,1,222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1A",0,0,0,139,2,176,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,244,32,0,0,2
"24",0,0,0,0,0,0,115,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1B",1,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"20",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0
"21",0,110,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,14,0,9,0,0,0,1,0,0,0,0,1,0,21,0,0,0,0,1,0,4,0,0,0,0,28,0,0,0,0,0
"23",0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LG2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,28,0,0
"27",5,0,0,0,1,1,0,0,0,0,131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28",2,0,0,0,0,0,74,0,0,0,1,0,0,0,2,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
"Un",7,23,4,5,45,57,26,5,4,31,25,13,9,4,21,8,0,0,2,7,14,6,2,2,1,0,1,5,0,1,0,11
"Z",1,2,10,0,1,1,3,24,0,1,1,0,0,145,2,1,0,1,0,0,114,1,152,0,77,0,8,0,0,0,0,0
"4A",0,0,2,0,0,0,1,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,190
"17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,194,0,0,0,0,0,0,1
"19",0,0,0,0,0,0,0,0,0,0,161,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
