"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",0,0,522,0,0,0,1,0,0,1,708,0,0,0,1,0,0,0,0
"2",0,0,0,0,0,0,0,1,274,0,0,0,0,0,0,0,567,0,0
"3",0,0,0,0,0,2,0,0,366,1,0,0,0,0,0,0,1,0,303
"4",0,0,0,0,0,0,0,528,1,0,0,1,0,0,0,0,0,0,0
"5",428,0,0,0,0,2,0,0,0,2,0,0,10,0,0,0,367,0,0
"6",1,0,0,562,1,0,0,0,0,0,0,0,0,0,1,0,183,0,0
"7",1,1,0,0,0,0,0,256,0,2,1,0,0,0,603,0,1,0,0
"8",0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9",0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,1,1,0,0,0,1,0,240,0,0,0,1,0,1,1,0,486
"11",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,924,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,1,0,0
"13",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,557,0
"14",2,0,0,0,0,537,0,0,0,0,1,0,0,0,1,0,1,0,0
"15",0,0,0,0,0,1,524,0,0,1,0,0,0,0,0,0,1,0,0
"16",0,0,0,0,0,0,0,327,0,0,0,0,237,0,0,0,1,0,0
"17",0,0,0,0,1,269,1,0,0,0,0,0,1,0,0,0,0,0,1
"18",0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,319,0,0
"19",0,0,0,0,0,1,1,0,1,0,0,1,311,0,1,0,0,0,0
"20",0,0,0,0,0,1,0,0,0,491,0,0,1,0,0,1,1,0,0
"21",0,0,0,1,0,187,0,113,1,0,0,1,0,0,0,0,1,0,0
"22",0,0,0,0,1,0,442,0,0,1,0,0,0,0,0,1,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,1,0,209,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0
"26",0,0,0,0,0,0,1,0,0,0,0,1,167,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",132,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"31",0,0,0,1,0,2,0,0,0,103,0,0,0,0,0,0,0,0,0
"X",0,0,0,0,0,1,0,0,1,0,0,533,0,2,0,0,2,0,0
