"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",0.4,1.0,0.5,1.02857142857,90.5,0.828571428571,0.528571428571,3.0,2.1119047619,194.5,2.79166666667,3.5,1.16666666667,131.533333333,2.04523809524,0.47037037037,2.33333333333,0.75,528.541666667
"2",0.133333333333,0.5,0,126.833333333,0,146.1,1.83333333333,0.1,0.766666666667,1.16666666667,2.41666666667,2.33333333333,0.166666666667,1.3,0.5,1.0,260.833333333,0,77.75
"3",0,0,0.5,3.5,0.333333333333,107.5,0,1.0,146.666666667,0.75,139.333333333,3.25,2.5,0,0.5,0,0.75,1.0,0.333333333333
"4",0.375,1.0,202.0,0.666666666667,0,247.0,0.625,1.75,0.875,0.5,1.125,0,0.25,0.5,0,1.66666666667,0.833333333333,0.666666666667,0
"5",0.833333333333,0,0,0.166666666667,0.2,1.75,0.5,1.25,0.75,0,2.83333333333,1.5,1.16666666667,1.25,245.0,192.916666667,143.0,0,219.5
"6",0,0,0.5,0.75,0.5,1.61111111111,1.44444444444,0.5,0.25,1.91666666667,1.16666666667,0.25,0.75,0,1.44444444444,0.537037037037,190.833333333,559.125,1.08333333333
"7",387.716666667,1.5,0,0.166666666667,145.5,1.87777777778,0.777777777778,0,0.0833333333333,2.25,1.5,0.416666666667,1.75,0.583333333333,0.111111111111,1.37037037037,0.833333333333,0.5,1.08333333333
"8",0.666666666667,1.0,0,3.6119047619,0.5,6.3619047619,0.278571428571,0.6,1.87857142857,1.5,469.583333333,1.5,0.5,2.2,0.828571428571,0.97037037037,1.33333333333,0,1.0
"9",0,0,1.0,1.66666666667,0,1.0,0.25,1.66666666667,0.583333333333,0.833333333333,0.125,2.93333333333,2.16666666667,230.483333333,0.7,715.303703704,3.33333333333,0.625,0.125
"10",0,0,0.5,357.391666667,1.25,2.16666666667,189.541666667,3.5,0.766666666667,0.25,0.5,2.0,0.4,0.5,0.166666666667,0.0740740740741,3.33333333333,0,1.33333333333
