"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",291.97059387,4.26340996169,7.22892720307,8.28563218391,110.368965517,17.6611111111,64.7022988506,172.302339901,338.778927203,4.02011494253,165.896743295,2.39674329502,4.60114942529,52.0800766284,101.241666667,4.70670498084,4.7,33.3122605364,0.356704980843,1.61781609195,126.14559387,1.50948275862,1.0,119.783292282
"2",25.8666666667,54.5366666667,3.49666666667,80.915,3.9,3.16333333333,78.4883333333,234.323333333,2.54,4.58,4.37,3.29166666667,144.083333333,2.04,42.1233333333,279.331666667,113.871666667,0.79,12.9566666667,1.0,0.5,1.79,0,0.825
"3",5.92424242424,0.153409090909,1.35416666667,444.958333333,68.5776515152,3.5625,0.5625,0.166666666667,1.68181818182,1.0,3.82007575758,0.757575757576,45.0,270.096861472,0.625,0,0.5,2.09090909091,145.5,0.5,0.5,0.895833333333,0,1.15340909091
"4",6.84285714286,4.73376623377,519.32202381,5.825,21.7909090909,1.9922979798,0.541666666667,2.2625,2.0625,2.23333333333,4.0625,2.80952380952,42.2337662338,30.0625,3.41098484848,2.29166666667,2.5,0.333333333333,0.958333333333,1.0,0.25,1.05555555556,1.0,223.424981962
"5",3.57333333333,3.43166666667,1.88333333333,1.68,4.53666666667,1.93333333333,1.16666666667,1.04,2.40833333333,418.705,312.138333333,1.08,1.49,4.5,1.88666666667,1.14,1.5,1.04,0.54,0.873333333333,0,1.83,0,2.12333333333
"6",3.0,0.5,5.0,1.5,0.5,0.5,0.611111111111,1.11111111111,1.11111111111,1.16666666667,1.22222222222,411.777777778,0.5,2.0,1.44444444444,1.0,0.5,0.5,1.0,0,0.611111111111,0,0,1.11111111111
"7",2.5,0,1.33333333333,0.366666666667,2.0,360.7,0.866666666667,0.5,2.08333333333,0.25,1.53333333333,1.9,0,0.7,24.2,0,6.16666666667,0,1.0,0,15.5,0.2,0,1.7
"8",3.11111111111,0,1.16666666667,2.44444444444,1.72222222222,1.5,273.444444444,1.66666666667,0.5,6.83333333333,1.33333333333,2.83333333333,0.944444444444,1.0,0.333333333333,0,0.5,115.611111111,14.6111111111,0,0,0.944444444444,0,1.83333333333
"9",2.0,2.0,1.0,1.33333333333,3.0,99.0,1.5,0.833333333333,0,0.833333333333,0.5,0,0.5,0,97.3333333333,0,152.166666667,0,0.833333333333,0,7.0,1.0,0,1.66666666667
"10",1.83333333333,1.44444444444,0.333333333333,0.666666666667,0,107.944444444,1.22222222222,1.0,0.444444444444,192.444444444,1.0,0.333333333333,0,2.61111111111,1.0,0.5,0.111111111111,14.6666666667,0.833333333333,1.83333333333,0.5,0.333333333333,10.3333333333,1.44444444444
"11",1.33333333333,0.5,0.25,0.75,1.75,0.833333333333,0,0.333333333333,0.5,2.0,1.0,0.75,0.5,1.33333333333,1.5,0.5,2.16666666667,0,1.0,257.666666667,0,29.8333333333,0,1.0
"12",17.0,1.24444444444,1.63333333333,0.4,0.4,0.611111111111,0.944444444444,0.4,0.5,0.222222222222,0.244444444444,0.222222222222,0,0.511111111111,256.913888889,0.0666666666667,0,0,0.566666666667,0.0666666666667,1.0,0.111111111111,0,2.06666666667
"13",1.0,262.329004329,2.0670995671,1.7380952381,0.590909090909,0.404761904762,0.333333333333,1.25324675325,1.16666666667,0.904761904762,0.733766233766,0.904761904762,1.83333333333,0.662337662338,0.162337662338,0,0.0714285714286,0.181818181818,0,0.590909090909,0.833333333333,0,0,0.738095238095
"14",1.40740740741,66.037037037,0.037037037037,0.333333333333,27.3333333333,1.07407407407,0.611111111111,1.0,1.87037037037,0.444444444444,0.5,215.203703704,0.833333333333,1.44444444444,0.37037037037,0.574074074074,2.07407407407,1.0,0.537037037037,0.037037037037,0.537037037037,1.0,1.0,1.57407407407
"15",113.117647059,1.92549019608,1.01120448179,1.0,1.66666666667,1.89215686275,1.55882352941,1.5,159.793837535,0.511204481793,1.75882352941,0.7,0.344537815126,1.0,0.0588235294118,0,0.758823529412,0.117647058824,0.225490196078,0,0,2.0,0,0.0588235294118
"16",0,3.2,0,8.5,0,0,0.833333333333,0,0.85,1.0,0,0,0,1.0,0,0,0,1.1,1.0,0.1,0,1.0,0,0
"17",232.658730159,1.10317460317,2.14285714286,1.65079365079,0.222222222222,2.15873015873,1.31746031746,0.611111111111,1.88095238095,1.2619047619,0.706349206349,2.44444444444,0.111111111111,0.206349206349,1.64285714286,1.0,0,3.44444444444,0,0,0,0,0.166666666667,0.769841269841
"18",1.58333333333,0.5,1.33333333333,0.333333333333,235.916666667,0.5,1.0,1.08333333333,1.0,2.66666666667,0.5,0.25,1.0,0,1.0,0.5,0,0.5,0.5,0,0,0,0,2.16666666667
"19",4.375,49.9027777778,0.291666666667,0.152777777778,181.208333333,0.583333333333,1.08333333333,0.125,1.33333333333,2.04166666667,3.48611111111,2.625,0.25,1.33333333333,0.125,0,5.45833333333,0.166666666667,0.375,0.666666666667,0.0416666666667,0.166666666667,0,2.25
"20",1.66666666667,0,0.5,1.5,265.916666667,1.08333333333,0.833333333333,0,1.0,2.25,0,0,1.08333333333,0,0.833333333333,1.5,0.5,0.5,1.0,0,0,0.833333333333,0,0.333333333333
"21",0.5,0.5,0.5,0.833333333333,1.0,0,197.702380952,0.5,0.642857142857,0,0.642857142857,1.0,0.5,0.5,1.64285714286,0,0.5,0,0,0.5,0.5,0.392857142857,0,1.64285714286
"22",0.5,0.625,0,0.666666666667,6.0,0.125,0,2.125,0,0.958333333333,0,0.25,64.5,28.5,0,0.125,0,0.5,0,0,0.5,0.5,0,0.125
