"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",236,198,5,43,4,2,126,62,66,129,63,271,20,30,1,29,173,28,50,0,19
"2",22,7,18,60,13,123,9,50,128,44,298,22,236,53,110,3,100,73,62,0,54
"3",125,2,138,0,27,3,97,43,90,52,3,0,1,104,2,192,20,9,72,0,95
"4",140,171,155,197,46,4,1,2,3,4,2,4,65,6,113,2,65,90,1,0,3
"5",1,24,108,1,158,205,2,99,6,147,2,24,5,2,158,6,7,0,1,0,1
"6",3,49,0,16,69,94,34,11,59,0,256,31,39,11,0,1,11,23,1,0,1
"LGb",0,0,0,0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LGc",0,0,0,0,1,0,0,45,0,0,0,1,0,2,0,0,0,0,0,0,0
"LGa",0,1,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"LGf",1,0,0,0,0,0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LGh",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
