"1","2","3","4","5","6","7","8","Un","X"
"1",720,707,148,240,340,86,163,133,104,18
"2",527,534,575,241,71,535,39,135,147,80
"3",256,191,103,509,125,68,522,87,29,8
"4",454,541,792,36,235,51,44,59,54,6
"5",74,74,68,49,421,46,35,647,45,16
"6",368,291,45,30,37,128,8,261,49,2
"LGb",0,1,54,0,0,0,1,0,0,0
"LGc",51,4,1,1,0,1,0,0,0,0
"LGa",2,1,0,20,0,0,0,0,0,0
"LGf",2,1,0,65,0,0,0,0,14,0
"LGh",0,0,0,3,0,0,0,0,0,0
"LGg",2,0,0,0,0,0,0,0,0,0
