"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"F1",5,4,4,1,1,0,3,1,4,1,3,5,318,2,1,250,1,2,0,1,2,7
"F2",4,0,278,1,0,0,3,0,4,1,1,3,2,4,2,0,1,3,2,0,0,2
"D2",3,3,1,1,1,0,2,2,0,0,0,6,0,1,0,47,0,410,1,0,0,3
"B4",8,4,2,442,4,0,4,276,2,3,6,4,6,3,2,105,3,2,3,1,1,11
"D3",4,5,4,4,1,0,0,1,230,2,2,5,4,6,3,3,1,2,0,1,164,3
"A1",14,4,376,8,0,1,12,161,3,3,251,6,6,5,3,3,3,1,1,2,0,5
"A3",4,506,4,263,2,1,3,3,5,1,3,7,3,5,0,1,0,2,0,0,0,4
"A2",8,5,6,9,0,2,226,2,306,229,2,4,52,7,6,1,7,2,3,1,1,14
"B1",12,301,5,5,5,0,6,3,4,2,4,6,11,11,374,4,7,2,1,1,1,7
"B2",6,1,3,4,1,1,1,3,5,2,2,943,2,2,4,1,3,4,1,2,0,3
"B3",10,11,8,2,1,0,4,5,3,2,5,8,8,7,2,2,622,2,3,189,0,8
"X",14,4,8,4,3,2,6,2,7,4,4,9,9,12,2,2,8,3,5,2,1,505
"C2",5,10,4,4,4,0,1,3,41,5,2,10,5,606,5,4,5,0,2,0,1,3
"D4",410,3,3,1,1,1,4,1,5,3,1,2,3,2,0,1,1,0,2,1,1,7
"D1",957,8,5,7,1,0,1,2,2,2,0,8,5,5,2,1,0,1,2,0,0,4
"E1",2,1,3,0,1,1,1,0,2,2,1,1,4,4,1,1,1,0,768,1,0,4
"C1",13,4,11,8,2,1,471,10,4,0,3,10,805,5,5,3,5,3,2,0,1,11
"E3",3,3,4,2,0,206,2,2,2,0,1,1,2,0,4,2,1,0,1,0,0,3
"E2",3,2,4,4,309,1,3,0,2,2,0,3,0,5,3,1,0,0,1,0,0,5
