"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",14,18,57,17,14,13,910,6,10,14,9,14,11,5,14,1,5,473,309,4,3,5,0,11
"2",7,9,8,5,7,7,4,3,8,9,8,14,4,7,576,4,298,3,5,3,22,2,1,7
"3",9,196,6,6,5,9,14,562,14,4,6,7,3,6,1,5,16,2,1,1,163,2,0,1
"4",10,14,12,858,15,10,14,8,13,16,8,8,5,7,2,7,13,3,0,2,1,6,0,7
"5",11,7,614,5,4,1,0,4,3,8,6,8,1,4,1,3,2,1,2,1,1,4,0,5
"6",9,731,11,11,4,3,6,6,7,11,12,6,7,5,4,4,1,3,1,3,1,5,0,4
"7",13,3,6,8,10,126,1,13,5,878,5,7,5,6,13,7,4,18,5,5,5,5,16,12
"8",4,4,0,1,5,4,2,1,3,5,6,4,225,2,3,355,2,3,3,0,1,5,0,6
"9",8,5,6,12,1,2,140,6,4,6,6,516,1,5,5,3,3,1,1,0,2,3,0,4
"10",314,8,2,4,488,3,9,7,5,5,7,7,3,8,3,7,3,1,1,0,0,3,0,3
"11",10,12,11,14,15,8,4,9,849,13,6,4,7,12,54,4,5,3,3,2,2,5,0,6
"12",6,4,8,5,4,479,5,1,4,4,9,2,3,2,2,0,2,1,3,1,3,2,0,2
"13",10,7,5,0,7,78,4,0,5,4,4,3,5,566,2,1,3,5,4,0,2,3,0,5
"14",9,15,1,9,9,4,10,8,7,10,1038,6,5,2,7,2,4,3,2,1,1,2,0,5
"15",646,9,9,7,11,7,4,4,4,9,7,3,6,4,2,1,2,6,1,2,3,3,0,8
"16",8,6,3,6,914,2,3,4,2,11,2,5,3,3,1,3,3,2,0,1,0,4,0,7
"17",164,2,3,3,129,4,1,4,4,3,2,3,3,4,3,2,1,2,2,1,0,2,0,1
"18",2,2,1,2,1,1,1,2,0,2,0,5,238,2,3,2,1,1,0,0,0,2,0,2
"19",16,9,3,6,10,3,1,3,3,3,7,6,8,13,4,5,1,4,2,1,2,969,0,2
"20",6,8,3,3,4,4,1,1,6,3,5,348,11,4,4,2,6,2,2,331,1,8,0,1
"X",7,10,6,5,5,7,5,8,3,5,6,5,2,3,7,5,3,2,2,2,2,2,2,660
