"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",409,20,6,55,2,3,10,102,18,4,3,11,13,4,7,7,9,3,8,4,51,18
"2",14,9,365,10,3,43,6,5,12,5,252,7,18,9,9,7,5,2,2,1,3,10
"3",14,192,8,12,3,2,9,2,12,3,7,9,16,4,399,3,7,2,4,2,2,14
"4",9,6,7,10,2,0,7,3,9,4,5,761,11,3,7,2,4,3,4,2,1,10
"5",19,6,11,269,5,2,3,69,10,5,2,10,12,10,3,5,4,31,699,0,0,11
"6",7,8,12,9,2,1,460,6,7,1,4,13,11,5,2,4,38,3,5,1,2,5
"7",17,8,11,10,2,2,5,4,8,4,5,8,710,12,4,108,2,5,4,1,3,15
"8",9,5,4,6,0,1,215,5,6,229,3,5,53,2,2,2,7,1,2,1,1,16
"9",11,6,9,367,4,4,8,227,5,4,3,10,11,5,3,5,12,5,4,0,93,3
"10",10,8,16,6,2,1,6,5,4,1,6,5,8,6,2,4,515,5,8,178,1,13
"11",854,7,7,10,2,1,11,3,10,6,3,10,9,7,5,2,5,3,2,1,3,8
"12",9,4,12,2,1,163,7,5,3,0,0,6,10,3,3,5,5,422,9,1,2,5
"13",5,100,3,8,1,1,3,4,221,3,6,5,6,5,11,2,1,4,4,3,2,3
"14",9,511,4,6,3,3,11,3,7,1,3,6,10,2,0,2,3,1,1,0,0,4
"15",8,3,4,9,3,1,5,8,326,3,4,4,10,273,3,2,5,2,0,1,2,4
"16",6,1,289,2,2,1,5,0,8,1,2,1,1,5,2,1,5,4,2,1,0,4
"17",5,4,5,8,6,2,6,8,26,2,1,3,6,273,2,2,1,3,3,0,2,4
"18",13,5,5,4,2,2,1,5,1,1,4,6,421,2,1,24,2,2,2,1,3,4
"19",4,3,4,4,1,2,0,1,2,3,3,5,2,4,2,277,1,1,1,0,1,6
"20",2,2,3,6,233,0,2,0,3,3,1,1,1,2,5,1,3,0,1,1,0,5
"21",7,3,1,1,0,2,2,0,2,1,0,0,1,82,0,0,2,1,0,0,0,1
"22",8,4,1,7,75,0,4,1,4,1,0,3,7,3,1,0,6,3,2,1,0,6
"Y",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"X",17,6,7,4,4,1,4,5,6,3,4,8,22,17,3,3,6,7,8,2,2,530
