"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","X"
"1",250,10,65,315,628,8,13,4,6,5,62,274,57,16,165,18,12,5,10,5,14,15,65,2,6,2,8,1,63,175
"2",40,7,2,288,3,3,14,25,4,4,5,0,91,308,5,5,0,3,4,56,2,131,106,163,3,0,10,0,1,3
"3",5,1,2,0,4,1,5,43,376,1,279,1,73,1,2,101,4,5,4,1,3,1,125,0,0,0,10,53,2,3
"4",9,6,2,3,1,425,5,24,4,12,34,9,35,3,5,3,104,14,2,1,2,0,4,2,3,1,79,0,2,260
"5",2,1,6,1,3,0,4,9,1,326,15,1,3,0,216,0,0,3,1,0,215,0,1,2,1,0,1,1,141,8
"6",0,2,1,1,0,8,0,1,1,15,3,0,0,2,2,0,0,1,1,1,2,0,0,0,0,322,1,166,0,1
"7",45,366,31,3,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,1
"8",0,0,342,0,1,0,2,6,2,1,2,0,3,0,0,115,2,0,1,1,5,0,1,0,3,0,2,0,1,9
"9",277,72,41,2,2,0,0,0,3,2,0,1,2,0,0,2,2,1,2,0,0,2,0,0,2,0,0,0,1,3
"10",1,3,1,1,0,0,3,1,0,173,1,0,1,1,0,0,7,2,1,0,198,0,12,0,3,0,0,0,1,5
"11",0,0,2,0,0,0,3,0,0,4,1,0,2,0,0,1,0,313,0,0,0,1,2,1,0,0,3,0,0,2
"12",0,1,11,0,1,2,0,18,0,0,1,0,0,0,0,1,2,1,1,0,0,276,0,0,0,0,0,0,0,6
"13",2,0,0,0,0,1,303,2,0,9,1,0,0,0,0,1,1,0,1,31,0,0,0,1,0,0,0,0,0,3
"14",1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,34,0,0,0,0,0,315,0,0,1,0,3
"15",2,0,0,0,1,3,0,1,0,0,0,3,0,1,2,0,323,1,1,3,3,0,0,0,0,0,0,0,1,5
"16",0,1,30,0,4,0,13,0,0,2,1,0,0,0,0,6,0,2,0,0,1,0,89,0,6,0,1,0,0,2
"17",0,0,13,0,0,0,4,37,0,1,223,1,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,1,1,1
"18",4,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,315,0,2,1,0,0,2,0,1,0,0,0
"19",0,0,0,1,0,1,4,1,2,2,5,0,0,1,8,0,1,1,217,0,1,1,2,0,66,0,0,0,1,2
"20",1,0,0,1,1,0,1,1,1,2,2,0,298,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
"21",3,61,10,0,0,1,0,0,0,0,0,1,0,1,4,151,1,2,1,0,0,0,0,0,0,0,0,1,0,3
"22",1,2,0,4,0,1,0,32,2,1,31,0,6,0,1,0,0,0,1,1,0,1,0,0,0,0,43,0,0,0
"23",3,130,84,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,4,0,2,0,0,1,0,0,0,1
"24",1,0,2,0,0,0,0,0,0,1,0,1,0,1,112,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0
"25",1,0,129,0,0,1,0,1,1,1,1,0,2,2,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1
"26",2,2,61,0,3,1,0,0,1,0,0,0,0,0,1,88,0,0,1,1,0,1,65,0,1,0,0,0,0,2
"27",0,1,2,1,2,0,0,0,0,6,0,0,1,0,1,1,0,0,194,0,0,0,0,0,0,0,0,0,2,1
"28",1,1,0,0,2,1,211,1,0,3,2,0,0,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,3
"W",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Z",2,2,5,2,3,10,103,304,1,57,24,0,8,2,2,3,0,8,1,146,3,10,5,48,0,0,10,0,5,6
