"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","2A","2B","Y","X"
"1",1708,4,40,7,4,13,3,4,2,4,3,1,2,1,1,7,2,7,2,1,0,2,1,0,7
"2",4,888,1,5,3,5,3,2,3,0,5,2,1,1,5,1,5,2,4,0,0,1,1,4,0
"3",3,3,1,0,2,674,1,6,3,4,4,1,0,2,0,0,3,1,0,165,0,1,1,0,1
"4",6,4,1,3,894,4,3,3,0,1,5,2,5,2,1,3,1,2,0,2,0,3,2,0,0
"5",7,5,609,2,2,1,3,6,4,5,2,0,2,2,1,5,2,0,3,0,1,6,1,0,5
"6",8,7,1,712,3,4,0,2,2,1,3,2,1,1,1,3,3,6,3,0,0,4,4,0,5
"7",3,2,2,2,3,1,1,2,1,12,1,1,532,512,2,0,2,4,3,0,0,2,6,0,4
"8",5,3,4,1,2,2,535,1,1,7,4,2,0,2,2,4,1,1,2,1,0,3,1,1,0
"9",7,1,2,4,6,3,1,6,631,2,1,0,0,1,0,5,1,0,2,0,1,2,0,0,3
"10",4,2,2,2,1,1,0,2,1,0,1,4,5,0,0,1,2,2,473,1,342,1,4,0,1
"11",5,45,3,0,8,2,2,1,0,0,865,1,6,3,0,1,1,6,1,0,2,4,0,0,2
"12",3,1,0,1,0,5,1,1,1,1,4,0,0,0,0,2,0,1,3,1,0,0,472,1,2
"13",5,2,1,1,2,0,0,2,3,1,3,2,2,1,5,2,2,1,1,0,4,530,73,0,3
"14",1,3,1,2,2,1,1,3,2,963,1,1,0,1,1,1,0,1,1,0,1,3,1,1,1
"15",5,0,3,4,1,5,1,650,1,2,1,2,3,5,2,0,1,4,1,0,1,3,0,0,1
"16",4,2,2,1,1,1,1,2,0,5,5,0,0,1,1,947,0,4,0,0,0,1,0,0,2
"17",5,3,0,2,2,1,1,2,1,2,1,244,1,1,2,2,1,4,0,0,1,0,0,0,0
"18",0,0,2,1,0,2,0,0,2,3,0,0,0,2,2,0,245,1,0,0,0,1,0,0,1
"19",7,2,2,3,1,2,0,3,0,2,0,0,0,3,3,6,0,1069,1,1,2,2,2,0,2
"20",0,4,2,1,2,4,1,4,1,1,3,0,2,0,703,1,0,0,1,0,0,1,0,1,0
"X",9,6,5,6,4,4,4,3,5,6,2,3,8,1,1,3,1,2,2,1,4,3,1,18,621
