"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","X","2a","2b"
"F1",583,4,2,3,4,2,3,5,1,1,6,1,0,4,0,4,1,4,3,1,0,3,0,3
"F2",8,3,4,0,2,1,360,2,1,0,1,1,0,1,1,4,1,3,0,1,0,1,0,0
"D2",54,5,1,5,3,2,2,3,519,0,3,2,3,1,3,2,0,2,0,0,1,6,5,1
"B4",11,7,4,6,11,2,14,11,133,4,733,2,3,6,3,4,4,2,0,2,202,13,4,6
"D3",4,1,3,5,5,3,4,1,2,3,212,1,1,1,0,3,243,2,5,0,190,5,7,6
"A1",64,2,9,483,6,2,6,1,7,5,3,270,1,3,2,270,3,6,2,0,5,5,2,8
"A3",5,5,6,3,3,0,6,0,3,4,5,2,2,0,3,1,0,4,469,1,6,8,551,4
"A2",13,362,7,8,4,567,6,6,4,9,10,2,4,4,7,5,5,533,4,1,6,5,7,9
"B1",11,4,640,12,6,6,216,4,4,7,10,0,3,4,5,2,2,5,4,0,1,6,4,7
"B2",5,5,5,5,955,3,10,2,2,3,5,1,5,6,6,7,1,2,5,1,1,6,3,2
"B3",11,2,6,5,3,6,14,2,1,3,11,4,551,512,2,0,1,7,1,1,3,8,5,6
"X",13,4,3,12,7,8,10,6,3,10,4,3,6,5,6,8,4,4,0,1,1,664,3,3
"C2",6,603,8,1,6,4,3,3,3,6,5,0,1,3,3,2,1,4,3,151,0,5,4,3
"D4",6,0,4,7,0,7,5,676,0,3,2,0,2,26,0,4,1,1,2,0,2,9,0,0
"D1",8,3,2,5,6,4,11,5,3,1122,5,3,0,1,2,3,0,3,2,1,2,5,3,4
"E1",3,2,0,793,2,4,2,4,2,1,5,0,2,3,4,223,0,0,1,0,0,5,3,5
"C1",1002,6,6,5,10,9,9,10,10,6,11,2,4,3,6,7,2,5,1,2,0,12,4,532
"E3",2,6,4,5,2,230,5,2,1,4,2,0,1,2,385,6,4,1,2,0,2,5,1,3
"E2",6,1,5,5,1,11,4,3,1,3,4,2,0,2,332,2,0,649,2,3,2,4,1,0
