"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","X"
"1",12.5833333333,2.33333333333,1.85,13.0,50.0,56.5833333333,134.15,0,0.5,0.5,3.16666666667,0.5,1.0,1.08333333333,47.1666666667,0.5,228.333333333,0.333333333333,94.3333333333,2.0,0,0,0.5,0,0,91.25,0,1.0,0,0,0.2,107.0
"2",2.57692307692,0,1.0,197.083333333,1.0,1.75,0.0666666666667,133.412698413,255.383333333,1.92179487179,4.28846153846,0,1.0,6.92380952381,4.0,134.083333333,0,1.83333333333,0,85.1253968254,51.0,1.0,3.0,1.0,22.5,0.166666666667,0.25,0.75,75.0833333333,1.14285714286,0,0.75
"3",52.9166666667,20.3333333333,0,0,27.5,1.0,0.333333333333,0.5,0.5,219.25,2.0,2.0,0.5,1.5,229.138888889,0.5,2.0,0.25,0.25,123.833333333,0,60.95,0,0,0,1.0,12.0,0.25,0,59.3333333333,106.7,2.33333333333
"4",1.0,169.666666667,271.916666667,0,0,0,0,0,0,0,1.75,0,1.25,1.0,22.5,0,0,0,0.5,1.0,0,13.5,0,0,0,0,72.1666666667,0.625,0,0,0,1.0
"5",134.047619048,1.5,0,0,0,0,85.6666666667,0.5,0.5,0,0,199.933333333,0.666666666667,0.5,1.55555555556,0,0,0,1.0,1.0,0,0.5,0.25,261.75,1.0,0,0.333333333333,0.5,0,0,0,1.58333333333
"6",382.05,1.16666666667,0.833333333333,1.5,0,0,0,0,0,0.5,2.0,0,0,0,3.0,0.0666666666667,0.25,0,1.0,1.0,0,0,0,0,1.0,0,0,0.25,0,0,0,0
"7",0.5,1.0,1.0,0.5,0,83.5833333333,0.5,0,0,0.5,0,0,0,0,0,4.3768115942,0,247.666666667,23.1666666667,1.0,0,0,0,0,0,14.5,0,0,0,0.5,0,0
"8",1.0,109.583333333,0,0,170.166666667,2.0,0,0,0,1.0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,1.0,1.5,0,0.590909090909,0,0,0,1.0,20.0,0,1.75
"9",0,1.5,1.0,0.133333333333,10.0,74.8333333333,0.666666666667,0.833333333333,0,0,2.0,0,1.66666666667,0,0.552631578947,70.5,1.0,14.0,139.65,0,0.333333333333,1.0,0,0,0,7.0,0,0,0,0,0,0.75
"10",298.583333333,0,0,0,0.25,0,0,1.0,1.5,0.666666666667,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1.0
"11",2.5,0,236.95,0,1.0,0.7,0.2,0.333333333333,0,27.1,0,0,0,0,0,2.0,0,0,0,0,0,1.03333333333,0.5,0.2,1.0,0,0.75,0,0,0,0.5,0.25
"12",0,0.5,1.0,0,2.0,0,0,1.0,0,1.0,0,0,0.833333333333,0,0,234.076811594,0,0,0,0,0,0,16.0,0,0,0,0,0.5,0.5,0,0,3.0
"13",0.75,0,0.5,0,0,0,0,0,0,0.5,1.33333333333,0,0,223.0,0,0,0,0,0,1.16666666667,0,0,0,0,0,0,0,0,0,0,0,0.5
"14",3.0,0,0,0,0,0,0,0,1.0,1.0,28.8333333333,0,262.583333333,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
"15",0.5,0,0,0.5,0.5,0,1.2,244.466666667,0.5,0.5,1.0,0,0.333333333333,0,0.333333333333,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5
"1A",1.0,0,0.5,150.7,2.39285714286,193.083333333,0,0,0.5,1.0,0.5,0.5,0.5,0.171428571429,2.25,0.5,0,0,0.133333333333,5.18571428571,0.5,0,0.5,0,0,0,0,265.458333333,35.8333333333,0.5,0,3.4
"24",0,0,0,0,0,0,124.333333333,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0.0512820512821,0,0,0,0,0,0,0,0.333333333333,0,0,0,0
"18",0,0,0,0,0.5,0,0,0,0,0,225.523809524,0,1.0,0,0.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"1B",1.0,0,0.1,0,0,0,11.4,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0
"20",3.5,0,0,0,0,0,0.5,0.25,1.0,0,0.333333333333,0,0,0,0,0,0.5,0,0,0,0,235.583333333,0.333333333333,0,0.5,0,0,0,0,0,0,0
"21",0,125.0,0,0,0,0,0,0,0,0,1.0,1.5,0.5,0,0,1.0,0,0,0.5,1.0,0,0,0,0.5,0.333333333333,0,0,0,0,0,0,0
"22",0,14.0,0,9.5,0,0,0,1.0,0.5,0,0,0,1.0,0,22.0,0,0,0,0,1.0,0,5.0,0,0,0,0,29.5,0,0,0,0,0
"23",0,160.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.0
"LG2",0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,50.1666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0.5,0,57.5,0,0,1.0,0,1.0,0.5,0,0,0,0,1.0,0,0,0,43.858974359,0.5,0,0,0,0,0,0,0.5,0,29.0,0,0
"27",5.0,0,0,0,1.0,1.0,1.0,0,0,0.833333333333,137.833333333,0,0,0.0047619047619,0,0,0,0.5,0,1.00952380952,0,0,0,0,0.5,0,0,0.125,0,0.5,0,0.5
"28",2.83333333333,0,0,0,0,0,77.0833333333,0,0,0,1.0,0,0.25,0.5,2.0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,0.666666666667
"Un",80.3974275724,67.4053030303,34.9166666667,31.7666666667,71.4642857143,87.25,55.2666666667,36.1944444444,27.1166666667,36.3115384615,56.5210622711,20.4,19.4166666667,24.4261904762,33.9473684211,48.2297101449,18.25,20.5,22.8,15.6286324786,18.8333333333,31.9666666667,3.63095238095,23.8055555556,19.7424242424,12.0833333333,8.58333333333,24.3333333333,11.5833333333,6.41666666667,0.4,39.1807832423
"Z",2.0,2.0,11.8333333333,0,1.0,1.0,3.5,26.8333333333,0,1.0,1.5,0,0.166666666667,148.002380952,2.22222222222,1.0,0,1.0,0,0.504761904762,115.666666667,1.0,153.452380952,0.5,78.5,0,8.5,0.125,0,0,0,0.647540983607
"4A",0.5,0,3.0,1.16666666667,0,0.5,2.83333333333,1.0,2.0,1.0,1.5,0,0.5,0,0.333333333333,1.0,2.5,1.0,1.75,0.5,0,0,0,0.5,0,0.5,1.0,0,0,0.75,0.2,210.032786885
"17",0.5,0,0,0,1.5,0.5,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333,0,1.5,2.5,0,0,0.25,0,213.083333333,0,0,0.5,0,0,0,1.33333333333
"19",0.344696969697,0.0113636363636,0.333333333333,0,0.5,0,0.85,0,0,0,179.666666667,0,58.6833333333,0.6,0.5,0,0,0,0,0.6,0.1,0,0,0,0.333333333333,0.5,0,0,0,0,0,1.0
