"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","Y","X"
"1",11.8333333333,5.33333333333,50.25,59.7666666667,480.583333333,7.75,8.66666666667,2.41666666667,190.916666667,37.5,210.166666667,3.0,198.440789474,11.6666666667,3.66666666667,2.7,0.5,117.791666667,4.33333333333,105.416666667
"2",318.333333333,8.0,242.833333333,17.75,0.333333333333,1.25,92.1666666667,1.5,35.25,61.6666666667,0,1.33333333333,1.5,76.8333333333,14.6666666667,0.5,56.0,0,0,1.08333333333
"3",69.3333333333,3.66666666667,0,241.333333333,3.0,85.5,74.9166666667,4.11111111111,17.6111111111,4.5,0,6.0,1.76900584795,0.666666666667,1.91666666667,36.3333333333,1.66666666667,5.5,0,0.75
"4",1.5,5.5,27.25,0.25,5.83333333333,1.0,1.83333333333,417.633333333,0.5,0.5,1.33333333333,1.0,1.0,20.3666666667,46.9166666667,0.833333333333,40.0,0,0,32.25
"5",160.2,263.633333333,13.3333333333,0.333333333333,1.5,0.833333333333,224.566666667,0,17.5,0.5,0,0,0,0.5,0.333333333333,0,4.0,0.166666666667,0,1.76666666667
"6",0.916666666667,10.8333333333,1.02083333333,1.14285714286,1.0,1.84821428571,0.333333333333,0.347222222222,82.5472222222,66.5625,0,1.34583333333,137.422723475,0.47619047619,3.7,0.0625,1.0,88.7,0,1.7625
"7",0.75,1.0,0.5,0,4.25,0.5,5.0,0,1.0,1.0,0.5,0,34.5833333333,1.5,317.916666667,0,0,1.0,0,0.625
"8",11.5,7.0,5.0,4.5,0.666666666667,2.0,2.0,6.3,1.5,0,8.33333333333,0,0,378.033333333,1.0,0.333333333333,0,0,0,0.333333333333
"9",1.53333333333,0.5,0.5,2.0,0,1.5,0.5,2.33333333333,3.0,1.16666666667,4.0,0,2.5,0.5,0.5,0,1.0,0.166666666667,0,172.633333333
"10",6.33333333333,1.0,4.0,108.5,2.5,154.166666667,0,0,69.75,22.5,0.333333333333,0.5,0,0,0,0.333333333333,1.0,0,0,4.125
"11",0,2.33333333333,1.5,0.833333333333,1.0,1.5,0,0,0.833333333333,0,0,2.0,224.875,1.0,78.0,0,1.0,0.125,0,0.5
"12",183.166666667,0.5,1.0,3.0,0,0.5,121.0,0,0,0,0,0,0,0.333333333333,1.0,0,1.0,0,0,0.833333333333
"13",0,5.0,0,1.0,1.0,191.0,2.0,0,0,1.0,0,0,1.5,0,1.0,0,1.5,0,0,1.0
"14",0,4.0,15.25,0.75,0,0,4.83333333333,1.0,1.0,0,0,0,231.271929825,0.5,0,0,0,0,0,2.5
"15",1.5,156.75,2.25,0,0,0,1.5,3.5,0,0,0,0.5,1.0,0,0,78.5,0,0,0,0.5
"16",1.0,0,234.166666667,2.0,0,2.0,0,1.0,2.0,6.83333333333,0,9.5,1.0,2.0,0,0,0,0,0,2.0
"17",0,0,0,0,1.0,0,0,0,0.5,0,0,0,0.5,276.0,0.5,0,0,0,0,0
"18",0,3.21428571429,0,0,0,0.5,1.0,0,0,0,0,0.285714285714,0,0,0,0,0,0,0,0
"19",178.583333333,0.333333333333,2.0,2.5,0,1.0,3.66666666667,0,1.58333333333,0.5,0,0.25,1.33333333333,3.25,1.0,0,0,0,0,0
"20",0,0,1.5,0,0,0,0.5,0,6.0,2.0,0,187.0,1.0,0,0.5,0.5,0,0,0,0
"21",2.0,0.166666666667,59.2333333333,1.0,0,1.5,1.33333333333,0.166666666667,2.0,0.166666666667,0.5,152.4,0.105263157895,0,3.2,0.166666666667,0,2.83333333333,0,0
"22",6.11363636364,0.863636363636,0,0,1.5,1.83333333333,1.52272727273,1.0,0,0,0,0,1.0,1.0,0,0,210.666666667,0.5,0,0
"23",0.333333333333,0,0,0.333333333333,0,168.666666667,0,0.166666666667,0.833333333333,0,0.666666666667,1.0,1.83333333333,1.0,0,0,0,0.5,0,0.666666666667
"24",0,0,10.5,0,0,0,0,0,0,0,0,0.666666666667,0,21.0,23.5,0.5,22.0,0,0,0
"25",1.0,0,1.0,0.25,0,126.833333333,1.0,0,0,0,0,0,0.333333333333,0.333333333333,0.5,0,0.333333333333,0,0,0
"26",0,1.0,0,0,0,1.0,0,0,129.0,0,1.0,0,0.5,0,0.5,0,0,0,0,0
"27",0,1.0,0,40.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0.666666666667,1.16666666667,1.2,47.0,0.5,1.5,45.7,0.2,43.1666666667,20.0,0,0,0.2,1.2,0,0,0,0.5,0,0
"29",0,1.0,0,0,2.5,0,1.83333333333,0,1.33333333333,1.0,0,137.833333333,0,0,0,0,0,1.5,0,1.0
"30",0.5,127.833333333,1.33333333333,0,0.5,0,2.0,0,0.333333333333,0,0,1.0,0,0,0.166666666667,0,0,0,0,1.33333333333
"W",0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0.5,0,0,0,0
"Z",154.416666667,118.333333333,1.5,1.31666666667,1.25,6.25,4.0,6.16666666667,0.666666666667,43.6666666667,0,0,1.29385964912,9.0,2.16666666667,88.55,2.5,1.0,0,2.66666666667
