"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",13,21,7,17,10,12,915,6,16,11,7,16,6,10,6,2,6,480,314,0,4,9,0,5
"3",6,9,2,4,5,8,5,3,9,9,11,2,5,3,619,0,302,1,5,1,23,4,0,5
"4",7,7,657,4,2,0,2,1,2,4,3,3,1,2,2,1,0,2,1,5,0,0,0,4
"5",7,725,6,8,1,3,3,2,7,6,10,2,8,3,2,0,2,3,0,3,1,3,0,4
"6",9,3,6,817,10,11,7,6,7,2,5,2,3,5,5,0,3,2,1,1,1,2,0,4
"7",7,220,3,7,9,7,9,565,8,9,7,6,2,4,5,4,17,5,2,1,1,2,0,3
"8",3,3,0,4,3,4,3,0,1,2,7,5,224,2,0,367,3,2,2,0,0,2,0,1
"9",646,6,11,5,7,5,9,4,4,8,6,8,4,1,1,1,2,6,3,0,4,2,0,8
"10",8,5,5,7,7,4,131,1,6,4,3,509,1,4,2,4,2,0,1,0,2,4,1,3
"11",10,12,2,8,9,8,8,6,3,9,1022,5,5,4,6,2,2,2,3,1,1,4,0,8
"12",9,5,10,14,9,9,3,7,818,10,5,1,6,8,3,1,7,2,4,0,1,6,0,6
"13",172,1,2,3,131,5,0,3,1,6,0,1,3,2,2,3,0,1,0,1,0,1,0,2
"14",7,2,3,2,4,5,4,4,5,532,1,3,4,3,5,6,2,3,1,1,0,2,0,7
"15",4,0,2,5,3,126,3,1,5,345,1,2,0,2,2,2,0,17,1,4,2,6,17,2
"16",5,4,1,1,2,4,3,1,8,2,2,357,1,5,3,2,5,2,1,308,2,1,0,1
"17",7,5,3,5,818,3,3,4,3,8,2,4,2,4,1,2,2,2,0,1,0,2,0,5
"18",1,3,1,1,1,1,2,2,0,1,1,2,234,0,2,1,3,1,0,0,0,3,0,0
"19",13,9,2,6,11,4,3,3,4,3,3,5,8,11,5,4,3,4,2,1,1,952,0,1
"20",6,0,2,3,470,2,3,1,3,1,0,0,2,1,2,0,1,1,2,0,0,2,0,1
"21",1,1,2,1,0,1,1,0,3,0,1,1,0,1,0,0,1,0,0,0,167,1,0,0
"22",293,3,1,1,3,1,3,2,1,3,4,1,2,6,0,3,3,0,2,0,0,3,0,2
"Un",18,9,4,1,9,3,8,3,1,7,17,6,4,25,9,4,0,3,0,0,3,2,1,2
"X",7,6,4,4,3,4,7,6,3,4,7,4,3,4,5,2,4,2,1,2,1,2,3,691
"2a",8,4,2,0,3,3,4,0,1,1,3,1,3,547,1,0,1,2,3,0,1,3,0,4
"2b",7,1,4,2,2,525,7,0,4,2,7,0,1,3,4,3,1,0,0,0,1,0,0,2
