"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","X"
"1",418,1,772,97,27,535,2,195,12,131,0,1,2,70,246,126,51,98,282,64,2
"2",182,380,1,7,196,0,1,48,183,747,31,97,418,21,6,1,24,1,31,245,0
"3",41,273,1,1,101,3,294,52,76,2,47,203,21,45,0,88,98,177,46,6,1
"4",438,21,152,1,378,2,2,278,54,2,216,36,39,0,59,8,3,13,0,25,52
"5",186,153,171,28,0,0,0,0,0,0,0,0,0,295,0,100,0,0,25,0,0
"6",205,2,2,144,197,1,1,146,2,235,0,72,0,24,20,39,51,27,0,0,3
"7",13,122,0,1,0,0,3,18,219,9,46,6,1,1,82,39,0,0,0,7,52
"8",72,0,2,492,0,54,319,71,12,4,2,0,0,2,11,8,118,0,9,0,15
"Un",126,7,4,32,25,13,84,5,7,24,14,6,0,1,1,4,12,2,0,25,24
"X",37,0,10,1,0,1,0,3,2,3,0,1,1,0,0,0,2,4,1,2,186
