"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",1.0,0.333333333333,0,0.5,0.75,1.04347826087,1.125,3.66666666667,3.25,3.875,1.27777777778,2.33333333333,633.75,0,1.5,0.111111111111,2.16993464052,0,0.7
"2",0,0.5,1.16666666667,1.0,0.333333333333,4.25,1.79166666667,3.625,1.16666666667,3.125,4.83333333333,4.5,1.75,0.458333333333,1.08333333333,0,658.0,0.0833333333333,0.833333333333
"3",229.9,1.0,0.555555555556,1.83333333333,0.5,2.65458937198,2.2,1.0,0.755555555556,3.36111111111,2.45,4.0,1.0,0,2.36868686869,0.75,685.333333333,0.5,1.05555555556
"4",0.5,0.333333333333,0.5,0.5,0,1.0,1.0,534.225,1.0,0,0.5,2.7380952381,0.5,0.625,0.5,1.83333333333,1.5,0,0
"5",0.5,0,0.75,904.908333333,1.75,1.83043478261,1.95,3.06666666667,1.53333333333,1.25,2.02777777778,0.5,1.25,0.333333333333,0.65,0.944444444444,2.31111111111,0.416666666667,0.5
"6",0.75,0,1.5,0,0.5,2.04347826087,0.75,1.5,436.583333333,0.333333333333,0.25,0.25,1.5,0,0.340909090909,0.5,2.0,0,0.666666666667
"7",1.0,0.5,0.5,1.5,0,459.210144928,0.25,445.392857143,2.0,0.5,0,2.0,0.5,1.08333333333,2.13257575758,0,1.0,0.666666666667,1.5
"8",1.0,1.0,0.25,0,0,1.3768115942,6.0,1.0,106.333333333,0.5,0.5,0.833333333333,0.333333333333,401.833333333,0,0.5,0.833333333333,0.5,1.0
"9",0.25,0.5,0.5,0.5,0,0.54347826087,0.625,1.5,0.5,369.291666667,0.75,2.58333333333,1.16666666667,0,2.83333333333,0,1.75,0,0.5
"10",0.5,0,0.555555555556,2.0,0.416666666667,61.0434782609,0.25,1.33333333333,2.05555555556,1.75,657.583333333,2.66666666667,1.0,0.5,1.00757575758,1.0,1.66666666667,0.5,0.0555555555556
"11",0.5,0,0.722222222222,1.5,0.5,0.376811594203,505.166666667,1.66666666667,2.05555555556,0,1.0,1.25,0.666666666667,249.0,13.0333333333,0,1.0,0.166666666667,0.0555555555556
"12",0.5,0.5,0,0.5,0.5,266.086956522,0.5,0,0,0.25,0,1.0,0,0,0.533333333333,0,1.0,0,0
"13",0,0.5,0,127.375,0.833333333333,0.79347826087,455.408333333,0.5,0.833333333333,2.125,0.5,0.5,0.5,1.0,2.33333333333,1.5,2.33333333333,0,0
"14",0.75,341.583333333,1.0,1.0,0.25,1.36111111111,1.5,0.25,0.833333333333,1.61111111111,0.75,0.833333333333,0.25,0,1.27777777778,0,2.0,0,0.625
"15",0.5,1.5,0.5,0.375,0.325,0.64806763285,0,0.833333333333,0.625,1.06111111111,1.5,0.533333333333,0.625,0,641.473989899,0,0.75,0,0.583333333333
"16",339.0,0.5,0.0555555555556,0.333333333333,0,1.91666666667,0.25,1.5,0.0555555555556,0.583333333333,0.25,0,1.5,0,1.34090909091,1.0,121.705882353,0.5,0.0555555555556
"17",1.0,0,0.5,0.125,345.458333333,2.125,0,1.75,104.125,2.0,0.75,0.583333333333,0.875,0.5,0.25,0,0.75,0,2.0
"18",0,0,0.555555555556,1.33333333333,1.25,2.04347826087,0,1.57142857143,1.22222222222,2.5,1.25,1.5,0.5,1.58333333333,0.833333333333,0.333333333333,1.08333333333,0.0833333333333,833.413888889
"19",0.333333333333,0.5,0.75,0.833333333333,1.0,1.75362318841,0.583333333333,1.83333333333,1.5,0.833333333333,1.27777777778,2.91666666667,1.33333333333,0.5,1.25,936.361111111,1.44444444444,0,0.75
"20",2.0,0,1.0,0,0.5,240.793478261,1.0,0,1.0,0.25,0,0.75,0,0.5,1.95757575758,0.25,1.5,0,0
"21",0.5,0,0.5,1.25,0.5,0.875,0,0.5,1.5,0.5,380.75,1.5,0.5,0.5,2.5,0,0,0.166666666667,2.13333333333
"22",0,0,0.166666666667,0.125,0.5,0.75,1.66666666667,356.0,0,0.5,0,0.5,86.6666666667,0,0.333333333333,0.25,0.5,0.416666666667,0.25
"23",0.5,0.333333333333,0.25,0,0,1.75,0,0.5,0.75,464.416666667,0,1.0,0.5,0,1.0,0,1.3,0.25,1.5
"24",0,0,0,0,226.5,1.5,0,0.333333333333,0.166666666667,1.0,0.333333333333,0.5,0.166666666667,0.5,1.16666666667,0,0.333333333333,0.166666666667,0
"25",0.333333333333,0,0,0.25,0.833333333333,0,0.5,1.25,0.75,2.08333333333,1.0,0,0,0,0.416666666667,0.333333333333,2.16666666667,583.25,0.5
"26",0,0,297.75,0.125,0,0,0.75,0.5,0.5,0.833333333333,0.5,1.0,0,0,0.7,0,1.5,0,0.333333333333
"27",0.25,0.5,0,0,0,0,0.75,0.25,149.833333333,0,0.5,0.25,10.25,0.5,1.16666666667,0.5,1.0,0.5,0
"28",1.5,0,222.5,0,0,0.5,0,1.28571428571,0,0.5,0,0,0.5,0,3.0,0,0.0588235294118,0.5,0.333333333333
"29",0,0,0.25,2.41666666667,0.5,1.16666666667,1.0,0,1.5,0,0.5,1.7380952381,1.33333333333,0.5,437.083333333,0,1.00980392157,0,0
"X",1.08333333333,1.0,1.55555555556,4.79761904762,2.0,2.96376811594,1.21666666667,2.5,1.30555555556,0.25,2.58333333333,547.642857143,0.5,0.75,2.16666666667,1.0,1.0,0.5,2.65555555556
