"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",32,481,17,40,486,13,35,194,325,520,38,12,6,571,539,331,14,3,112,441,0,7,1,22
"2",1311,92,49,9,26,804,140,11,12,26,15,18,4,8,1,4,925,6,71,5,21,5,0,22
"3",50,33,26,12,366,117,23,422,22,4,17,204,7,7,11,18,20,237,744,2,3,134,10,17
"4",487,299,228,9,11,25,12,18,6,10,602,6,144,7,2,15,5,7,517,5,132,2,27,100
"5",18,22,4,652,6,4,2,42,5,6,631,6,1,1,3,6,5,4,54,25,0,3,5,11
"6",19,9,384,2,35,2,171,6,411,3,16,6,1,3,3,423,49,6,17,2,2,4,2,24
"7",4,293,235,7,3,5,7,15,1,1,8,7,146,1,14,2,14,2,22,3,2,1,9,87
"8",9,13,122,3,6,3,431,4,13,149,91,468,2,6,10,9,8,3,20,6,3,177,10,54
"Un",61,36,31,14,38,6,43,11,13,23,88,110,2,5,3,6,54,1,719,6,5,62,0,40
"X",13,7,4,12,14,3,14,11,6,4,10,4,9,2,10,3,5,12,36,1,0,3,36,355
