"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","2A","2B","Y","X"
"1",147,60,7,33,394,18,19,2,10,244,5,36,247,51,2,6,19,11,48,10,0,197,162,2,63
"2",23,275,15,358,189,18,4,252,5,8,195,7,27,7,16,240,16,215,4,1,5,17,25,6,67
"3",38,278,18,5,4,19,4,1,153,95,2,155,2,13,1,12,0,17,2,120,1,23,90,16,117
"4",408,6,20,418,110,14,221,13,2,131,4,0,3,10,2,2,93,14,177,3,5,0,6,1,12
"5",5,9,332,1,5,151,19,2,34,9,297,0,2,3,10,6,1,9,0,0,151,7,1,0,22
"6",13,78,54,12,0,210,9,20,85,8,4,1,1,2,1,285,5,41,0,0,11,21,3,4,6
"LGb",0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LGc",0,0,0,0,0,1,0,1,0,0,0,0,2,0,48,1,0,0,1,0,0,0,0,0,0
"LGa",0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LGf",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,87,1,0,0,0,0,0,0
"LGh",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
