"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","X"
"1",675,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,1
"2",0,704,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"3",977,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"4",1,0,0,554,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"5",1,1,932,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6",0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7",1,0,0,0,945,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"8",0,519,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"9",0,0,0,1,0,0,0,353,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"10",0,0,0,0,3,0,713,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"11",2,1,734,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0
"12",0,0,1,0,0,0,1,0,0,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2,0,1,0,0,1,0,0,1,0,1,0,619,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"14",0,2,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15",0,0,0,0,0,0,0,0,0,0,0,1,0,0,650,0,0,1,0,0,0,1,0,0,2,1,0
"16",1,2,1,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,433,0,0,0,0,0,0,0,0,0,0
"18",0,2,1,0,0,1,1,0,1,0,1,0,0,881,0,0,0,0,0,0,0,1,0,0,0,0,0
"19",0,1,0,2,0,0,0,1,0,0,975,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"20",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,241,0,1,0,0,1,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,1,0
"22",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,439,0,0,0,0,0,1,0,0
"23",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,493,0,0,0,0,2,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,302,0,0,1,0,1
"27",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,1
"29",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,1
"X",2,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,621
