sim	gammaShape	gammaScale	cumAbs
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.29186167147
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.26582783679
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.35475475488
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.3558326559
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.29272063949
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.3436731202
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.30382703482
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.25696883923
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.30168797087
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.33379677016
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.36388665084
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.38212695644
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.36228394998
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.34576471201
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.3144957413
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.34800102838
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.26910769267
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.30376437792
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.297857154
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.29588932257
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.37933364436
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.35329692451
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.33006590677
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.33319194769
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.33227123434
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.32116544833
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.30026166239
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.26705502859
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.31419626155
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.35579232495
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.38090629632
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.31304594763
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.32697425607
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.32258774615
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.3751273185
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.30003392889
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.32363284124
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.36141533017
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.37230876855
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.32305041264
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.30074757151
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.31500233329
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.33765962082
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.31510492276
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.39500621628
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.33245378989
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.42031458557
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.36402116895
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.31870331069
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.33056519099
