sim	gammaShape	gammaScale	cumAbsMean	cumRelMean	HS-MM_mean	HS-MM_min	HS-MM_max
ABC_300/ABCOpt6/7/	1.0	145.378232012	-2.33537606051	1.20127012473	-2.03484377064	-2.43008645309	-1.80400452019
ABC_300/ABCOpt7/7/	1.0	41.2662265776	-2.41129315314	1.11344892935	-2.27543065636	-2.74138053831	-1.91803740017
ABC_300/ABCOpt8/7/	1.0	107.486565967	-2.34930760845	1.18465060898	-2.07017791835	-2.52164969249	-1.81443009626
ABC_300/ABCOpt9/7/	1.0	92.6814458832	-2.35745564775	1.17503724747	-2.11005445864	-2.48084591583	-1.77000132892
ABC_40/ABCOpt/7/	1.0	115.193070637	-2.34122897023	1.19425973474	-2.04780175586	-2.36823709007	-1.80424179238
ABC_400/ABCOpt/7/	1.0	77.6139433154	-2.36829629595	1.16236787822	-2.10617474096	-2.5423786681	-1.78154436579
ABC_400/ABCOpt1/7/	1.0	64.1951711475	-2.37775607316	1.15142398208	-2.15888506563	-2.52811291295	-1.77260613017
ABC_400/ABCOpt2/7/	1.0	203.412840226	-2.32662539392	1.21182816665	-1.98948075287	-2.22626468617	-1.78018193952
ABC_400/ABCOpt3/7/	1.0	141.919125868	-2.32686307778	1.21154016888	-2.01281302701	-2.237235645	-1.77143198268
ABC_400/ABCOpt4/7/	1.0	195.102848058	-2.32383064525	1.21521965878	-2.00191430057	-2.31728397017	-1.77170978187
ABC_44/ABCOpt/7/	1.0	102.725433934	-2.35191346002	1.18156760401	-2.07902613303	-2.52394025198	-1.7635519518
ABC_450/ABCOpt/7/	1.0	24.9889374966	-2.44997432891	1.07120176803	-2.499929066	-2.78407492984	-2.0933406869
ABC_450/ABCOpt1/7/	1.0	236.73949752	-2.32095268766	1.21872204687	-1.99444298756	-2.39806095246	-1.74013170876
ABC_450/ABCOpt10/7/	1.0	179.992172936	-2.32789510628	1.21029046987	-2.01411543728	-2.47612360484	-1.74683517686
ABC_450/ABCOpt11/7/	1.0	146.358080659	-2.33596131301	1.20056728407	-2.04031053231	-2.34329440511	-1.78018193952
ABC_450/ABCOpt12/7/	1.0	23.2465687131	-2.45640674429	1.06433346687	-2.52459162061	-2.96410782231	-2.20481369289
ABC_450/ABCOpt13/7/	1.0	82.3494732261	-2.35790267871	1.17451208684	-2.09894131643	-2.54430788232	-1.83869553311
ABC_450/ABCOpt14/7/	1.0	180.924204659	-2.33454328654	1.20227092788	-2.00905344519	-2.34694795248	-1.75974204435
ABC_450/ABCOpt15/7/	1.0	68.0430029442	-2.36437183311	1.16693851054	-2.11688161112	-2.41538046795	-1.81326304971
ABC_450/ABCOpt16/7/	1.0	189.081496932	-2.32578020265	1.21285282619	-2.00299466531	-2.42045232244	-1.77641581087
ABC_450/ABCOpt17/7/	1.0	4.04179796054	-2.28663700919	1.26126916225	-2.22380678577	-2.58681052844	-1.88524575553
ABC_450/ABCOpt18/7/	1.0	65.8378297419	-2.37436812518	1.15533156223	-2.16206458845	-2.51934402959	-1.83315223944
ABC_450/ABCOpt19/7/	1.0	30.4242143566	-2.43837727264	1.08369686837	-2.41065398958	-2.85463967437	-2.06514428986
ABC_450/ABCOpt2/7/	1.0	209.7984803	-2.32366732183	1.21541814882	-1.98811531208	-2.334744704	-1.75476069684
ABC_450/ABCOpt20/7/	1.0	55.275738534	-2.38700096916	1.14082824084	-2.18506088842	-2.46152289987	-1.83106132158
ABC_450/ABCOpt21/7/	1.0	170.459267282	-2.3211373114	1.21849706262	-1.99387393456	-2.31857871011	-1.70053881873
ABC_450/ABCOpt22/7/	1.0	122.273365592	-2.3423855559	1.19287926951	-2.06566658145	-2.28323475552	-1.84369940353
ABC_450/ABCOpt23/7/	1.0	155.568576369	-2.33251306312	1.20471428592	-2.0533458564	-2.26364867398	-1.8724317395
ABC_450/ABCOpt24/7/	1.0	159.56994215	-2.33909436863	1.19681172625	-2.03244059994	-2.49729290636	-1.81525542886
ABC_450/ABCOpt25/7/	1.0	46.8396552813	-2.40034335442	1.12570796551	-2.24154186096	-2.65476933603	-1.96512383985
ABC_450/ABCOpt26/7/	1.0	215.845038812	-2.32048232209	1.2192954266	-1.99778162041	-2.27555241983	-1.79522998756
ABC_450/ABCOpt27/7/	1.0	50.3665680782	-2.39040210075	1.13695472477	-2.22310095426	-2.80827200324	-1.94853293359
ABC_450/ABCOpt3/7/	1.0	37.1043021398	-2.41757043124	1.10648139222	-2.31101200261	-2.6562732976	-1.98412122182
ABC_450/ABCOpt4/7/	1.0	239.481449484	-2.32058187568	1.2191740474	-2.002446581	-2.31086060411	-1.78268340526
ABC_450/ABCOpt5/7/	1.0	245.785649323	-2.31517402566	1.22578501726	-2.01312179833	-2.31728397017	-1.81483611415
ABC_450/ABCOpt6/7/	1.0	147.663390794	-2.3334729827	1.20355841194	-2.03571439621	-2.37497211548	-1.79226053503
ABC_450/ABCOpt7/7/	1.0	245.201530067	-2.32248602913	1.21685476177	-2.01641432194	-2.34959590808	-1.75513222387
ABC_450/ABCOpt8/7/	1.0	175.847021614	-2.32509738365	1.21368126795	-2.01881327885	-2.38075596529	-1.7413365199
ABC_450/ABCOpt9/7/	1.0	61.5022183525	-2.38418554209	1.14404468525	-2.18043891071	-2.63455319052	-1.80017403657
ABC_460/ABCOpt/7/	1.0	75.258505106	-2.36723928921	1.16359715846	-2.13936038119	-2.49874281688	-1.86194269502
ABC_460/ABCOpt1/7/	1.0	189.365526586	-2.31870787345	1.22146092442	-2.00086225951	-2.26724511168	-1.7413365199
ABC_460/ABCOpt10/7/	1.0	221.627020626	-2.32220181272	1.21720066102	-2.00128437681	-2.45307497502	-1.69469347965
ABC_460/ABCOpt11/7/	1.0	79.9845760305	-2.35881250736	1.17344396807	-2.08883114252	-2.407709484	-1.81641793906
ABC_460/ABCOpt12/7/	1.0	214.661869294	-2.33062194668	1.20699469648	-2.00589081306	-2.31333975996	-1.79221212251
ABC_460/ABCOpt13/7/	1.0	10.4507374256	-2.4536624862	1.06725828399	-2.57574032381	-3.10625143152	-2.0612572239
ABC_460/ABCOpt14/7/	1.0	44.433314441	-2.3940219359	1.13284657599	-2.21663115152	-2.60623075789	-1.91759466904
ABC_460/ABCOpt15/7/	1.0	223.15274682	-2.32539253026	1.2133231069	-2.01288824152	-2.31963289761	-1.78622725503
ABC_460/ABCOpt16/7/	1.0	53.1956813144	-2.38806056672	1.13962006222	-2.17025162834	-2.6231064626	-1.88559747603
ABC_460/ABCOpt17/7/	1.0	238.578008023	-2.31806763491	1.22224320118	-1.9991605884	-2.3979312805	-1.71306214526
ABC_460/ABCOpt18/7/	1.0	190.007399893	-2.32107963288	1.21856734575	-1.99657693092	-2.32061227173	-1.75785791755
ABC_460/ABCOpt19/7/	1.0	247.192860162	-2.31622557269	1.22449672413	-1.98112294682	-2.25026395779	-1.73808533927
ABC_460/ABCOpt2/7/	1.0	186.907884545	-2.32484517185	1.21398741129	-2.02663700177	-2.43306914377	-1.73195739168
ABC_460/ABCOpt20/7/	1.0	144.673994581	-2.33863262073	1.19736447916	-2.03568315567	-2.49052896337	-1.73900979466
ABC_460/ABCOpt21/7/	1.0	229.227384594	-2.31972896234	1.22021434079	-1.98853221782	-2.32248332063	-1.73941342875
ABC_460/ABCOpt22/7/	1.0	108.064786712	-2.34861489661	1.18547151478	-2.06960256588	-2.47370386015	-1.78622725503
ABC_460/ABCOpt23/7/	1.0	64.5151128326	-2.37760336604	1.15159982614	-2.15718508237	-2.62442521407	-1.8688955748
ABC_460/ABCOpt24/7/	1.0	90.2299269947	-2.35238966552	1.18100506896	-2.09006193858	-2.46691992049	-1.82780806545
ABC_460/ABCOpt25/7/	1.0	239.946978859	-2.31734853072	1.22312243748	-1.98463624043	-2.21623875638	-1.78018193952
ABC_460/ABCOpt26/7/	1.0	223.762544893	-2.32532659611	1.21340310896	-2.00561395209	-2.30554466868	-1.72317235956
ABC_460/ABCOpt27/7/	1.0	219.870187945	-2.32570757707	1.21294091354	-2.00181183008	-2.32641882278	-1.74270574926
ABC_460/ABCOpt28/7/	1.0	224.656126901	-2.31900805326	1.22109432154	-1.98615063579	-2.29577831682	-1.73327567415
ABC_460/ABCOpt29/7/	1.0	223.193715566	-2.31848226164	1.22173653152	-1.98414410788	-2.32546058768	-1.79378992678
ABC_460/ABCOpt3/7/	1.0	100.066077641	-2.35097330904	1.1826789783	-2.08472665509	-2.35168964889	-1.79827066712
ABC_460/ABCOpt30/7/	1.0	214.017776308	-2.32175428292	1.2177455165	-1.99508236199	-2.29787138971	-1.79813754968
ABC_460/ABCOpt31/7/	1.0	71.9272250798	-2.37506365387	1.15452827537	-2.11550118634	-2.510275216	-1.8104824967
ABC_460/ABCOpt32/7/	1.0	75.2297600425	-2.36643681157	1.16453129393	-2.11370403794	-2.66650530011	-1.79371690476
ABC_460/ABCOpt33/7/	1.0	3.2711381937	-2.22169072122	1.34590247557	-2.13414304621	-2.46317974967	-1.87840640145
ABC_460/ABCOpt34/7/	1.0	48.2672662333	-2.39924513931	1.1269449141	-2.2078222997	-2.63225266028	-1.88513418002
ABC_460/ABCOpt35/7/	1.0	99.7126025433	-2.34570630228	1.18892458987	-2.06705070468	-2.36657540498	-1.8180085998
ABC_460/ABCOpt36/7/	1.0	123.904008438	-2.3386533631	1.19733964324	-2.05053775551	-2.48871865198	-1.79231054384
ABC_460/ABCOpt37/7/	1.0	84.7252160307	-2.35408717274	1.17900200492	-2.10055393621	-2.45663321107	-1.85907493433
ABC_460/ABCOpt38/7/	1.0	118.995187063	-2.337031979	1.19928256539	-2.035718426	-2.33038561548	-1.79364618322
ABC_460/ABCOpt39/7/	1.0	83.2747696144	-2.37052991569	1.15977448778	-2.11179180371	-2.39104543939	-1.7953278925
ABC_460/ABCOpt4/7/	1.0	188.115590813	-2.32845826232	1.20960907936	-2.01256346306	-2.28028923912	-1.77084908486
ABC_460/ABCOpt40/7/	1.0	37.6380756562	-2.41650450702	1.10766144636	-2.31441397393	-2.72017816143	-1.9576925717
ABC_460/ABCOpt41/7/	1.0	77.4937342418	-2.36848630478	1.16214703904	-2.10371227873	-2.43471497616	-1.78190529746
ABC_460/ABCOpt42/7/	1.0	220.219758784	-2.32060939201	1.21914050067	-2.01228974116	-2.27819993244	-1.74510326263
ABC_460/ABCOpt43/7/	1.0	11.0209696299	-2.4544762446	1.06639014687	-2.6130923776	-3.09527175986	-2.24541159495
ABC_460/ABCOpt44/7/	1.0	184.544828626	-2.32530429994	1.21343016351	-1.99986114519	-2.42726071983	-1.77887002349
ABC_460/ABCOpt45/7/	1.0	45.9598770875	-2.40288951343	1.12284537987	-2.23679275912	-2.69541479774	-1.94841969643
ABC_460/ABCOpt46/7/	1.0	75.8291202407	-2.3642028579	1.16713571087	-2.11429920904	-2.46919649967	-1.85386203388
ABC_460/ABCOpt47/7/	1.0	15.2542425024	-2.46972988942	1.0502472424	-2.66703242854	-3.07169109979	-2.34337677404
ABC_460/ABCOpt48/7/	1.0	196.021861811	-2.32370618044	1.21537092028	-1.99744566677	-2.30269269551	-1.78137829048
ABC_460/ABCOpt49/7/	1.0	95.6459460093	-2.35423628076	1.17882621937	-2.09815759521	-2.44696768863	-1.83548791304
ABC_460/ABCOpt5/7/	1.0	2.07776037558	-2.18607985258	1.394694845	-2.02470205331	-2.42688244516	-1.76551508822
ABC_460/ABCOpt6/7/	1.0	222.119737934	-2.31815966978	1.22213071736	-1.99105863363	-2.32843875986	-1.79675144152
ABC_460/ABCOpt7/7/	1.0	165.875465512	-2.33281791141	1.2043470868	-2.03321954656	-2.41119201573	-1.84647928746
ABC_460/ABCOpt8/7/	1.0	151.930856785	-2.33845870819	1.19757273396	-2.02549847127	-2.3008859616	-1.80117290183
ABC_460/ABCOpt9/7/	1.0	136.429573535	-2.33359123657	1.20341609491	-2.00161998747	-2.30868887593	-1.7531023067
ABC_47/ABCOpt/7/	1.0	88.6097177011	-2.35280608062	1.180513383	-2.0956615483	-2.40651923553	-1.82389319018
ABC_47/ABCOpt1/7/	1.0	108.116375252	-2.35532445055	1.17754415398	-2.06502552413	-2.41119201573	-1.74616187779
ABC_47/ABCOpt2/7/	1.0	113.964045034	-2.34436574866	1.19051947581	-2.04378606368	-2.34399887854	-1.78473965091
ABC_47/ABCOpt3/7/	1.0	86.5239654787	-2.35750600404	1.17497807844	-2.10380715817	-2.53211368164	-1.71915254706
ABC_47/ABCOpt4/7/	1.0	128.598646866	-2.33912400898	1.19677625286	-2.04874704111	-2.40630803998	-1.7876984869
ABC_55/ABCOpt/7/	1.0	23.4946237131	-2.45280454559	1.06817432111	-2.50029365907	-2.80377491347	-2.12410231251
ABC_63/ABCOpt/7/	1.0	111.839667064	-2.34603537777	1.18853340829	-2.06427799045	-2.40650854045	-1.84038737476
ABC_63/ABCOpt1/7/	1.0	74.2280321024	-2.36203291105	1.16967108315	-2.10632438495	-2.48214662221	-1.87962709214
ABC_7/ABCOpt/7/	1.0	81.6343584435	-2.36761796048	1.16315662106	-2.12428521317	-2.52079457306	-1.86314062734
ABC_7/ABCOpt1/7/	1.0	38.5614443072	-2.41591561175	1.10831393505	-2.29295614299	-2.7252968305	-1.99994137318
ABC_820/ABCOpt/7/	1.0	54.9328962352	-2.38664036634	1.1412397009	-2.19349840953	-2.58731446744	-1.88720140314
ABC_820/ABCOpt1/7/	1.0	229.236743126	-2.32452300751	1.21437857776	-2.00863171267	-2.42808307607	-1.74616187779
ABC_820/ABCOpt10/7/	1.0	16.7409298349	-2.46884488032	1.05117713219	-2.66718179076	-3.05714908871	-2.2426263958
ABC_820/ABCOpt11/7/	1.0	161.782683672	-2.33366048368	1.20333276472	-2.01405466145	-2.26868354132	-1.79378992678
ABC_820/ABCOpt12/7/	1.0	76.0205589838	-2.36499573014	1.16621068813	-2.10508998494	-2.55055864686	-1.84629562178
ABC_820/ABCOpt13/7/	1.0	12.6556297558	-2.46055189199	1.05993077865	-2.63196186647	-3.10107764175	-2.16696014668
ABC_820/ABCOpt14/7/	1.0	115.183463451	-2.34160542393	1.19381023585	-2.07941579609	-2.57797458533	-1.78166856625
ABC_820/ABCOpt15/7/	1.0	156.390962865	-2.33244386187	1.20479765653	-2.03137539674	-2.35500685096	-1.79948767621
ABC_820/ABCOpt16/7/	1.0	140.853916073	-2.3358002943	1.20076061343	-2.05862048269	-2.35036157233	-1.77723321681
ABC_820/ABCOpt17/7/	1.0	106.573554046	-2.35109899191	1.18253034515	-2.06927419072	-2.38931551932	-1.74882060042
ABC_820/ABCOpt18/7/	1.0	66.3860495402	-2.37205014487	1.15801270426	-2.14673363323	-2.5299324706	-1.89847584115
ABC_820/ABCOpt19/7/	1.0	26.868805584	-2.43601449062	1.08626043523	-2.43700793854	-2.828251553	-1.94349061595
ABC_820/ABCOpt2/7/	1.0	123.195596265	-2.33986981253	1.19588402564	-2.03455926111	-2.39432989279	-1.79371690476
ABC_820/ABCOpt20/7/	1.0	133.35058126	-2.33290264546	1.20424504191	-2.02501406308	-2.35036157233	-1.79378992678
ABC_820/ABCOpt21/7/	1.0	10.0967664314	-2.43583601447	1.08645432411	-2.54753308501	-3.17313981555	-2.13342072874
ABC_820/ABCOpt22/7/	1.0	239.172244827	-2.32149606682	1.21805999859	-1.98851191192	-2.384997069	-1.74954644972
ABC_820/ABCOpt23/7/	1.0	69.9035031233	-2.36440477233	1.16690007312	-2.12623627447	-2.4545285815	-1.83955286847
ABC_820/ABCOpt24/7/	1.0	43.554865403	-2.39858356756	1.12769071569	-2.26651268855	-2.71014163612	-1.94710284665
ABC_820/ABCOpt25/7/	1.0	17.5051263634	-2.4706442836	1.04928734136	-2.64818298866	-3.06501495811	-2.18138018921
ABC_820/ABCOpt26/7/	1.0	133.345491373	-2.33386612178	1.20308533909	-2.02458136946	-2.3016929961	-1.7846667008
ABC_820/ABCOpt27/7/	1.0	144.55063314	-2.33077269973	1.20681275207	-2.02818781587	-2.36807383903	-1.78922718122
ABC_820/ABCOpt28/7/	1.0	3.81560866418	-2.26393529813	1.29022961246	-2.19457316262	-2.90957908923	-1.90462764859
ABC_820/ABCOpt29/7/	1.0	135.091083025	-2.34146650926	1.19397608513	-2.05216934575	-2.35516243126	-1.81196108053
ABC_820/ABCOpt3/7/	1.0	244.058529587	-2.32207500664	1.21735501925	-2.004604776	-2.34580670769	-1.77520388748
ABC_820/ABCOpt30/7/	1.0	167.880585039	-2.33143008011	1.20601967774	-2.04530284692	-2.27483716722	-1.84800544868
ABC_820/ABCOpt31/7/	1.0	16.5884764071	-2.4716823756	1.04819864975	-2.65170384594	-3.09943654632	-2.28051799897
ABC_820/ABCOpt32/7/	1.0	61.2557390958	-2.37984111318	1.1490257181	-2.15205110293	-2.46691992049	-1.91602224353
ABC_820/ABCOpt33/7/	1.0	201.592524659	-2.31978322465	1.22014813093	-1.99666193521	-2.30868887593	-1.7635519518
ABC_820/ABCOpt34/7/	1.0	92.8788904985	-2.35087610132	1.18279394941	-2.05602254377	-2.35931991225	-1.77577098311
ABC_820/ABCOpt35/7/	1.0	192.814079257	-2.32603838928	1.21253972423	-2.01481745847	-2.40231458351	-1.77143198268
ABC_820/ABCOpt36/7/	1.0	21.3629814836	-2.4547059506	1.06614521879	-2.52369472132	-2.89729220074	-2.16569775962
ABC_820/ABCOpt37/7/	1.0	153.100766432	-2.33882668995	1.19713213012	-2.05557101818	-2.43306914377	-1.84208895059
ABC_820/ABCOpt38/7/	1.0	77.1812388199	-2.3646293958	1.16663798941	-2.11013808881	-2.46442190821	-1.84873762356
ABC_820/ABCOpt39/7/	1.0	138.084289878	-2.33545843522	1.20117117452	-2.02196406926	-2.36807383903	-1.67418187924
ABC_820/ABCOpt4/7/	1.0	48.3925778037	-2.39680427439	1.12969899421	-2.22737243819	-2.59313224513	-1.94481270161
ABC_820/ABCOpt40/7/	1.0	210.971980078	-2.3235744738	1.21553100324	-2.00076076603	-2.29420513845	-1.77577098311
ABC_820/ABCOpt41/7/	1.0	186.205556808	-2.32530854461	1.21342501291	-2.01455429104	-2.28379837831	-1.790715571
ABC_820/ABCOpt42/7/	1.0	244.72472441	-2.31835578546	1.22189106186	-1.99798293366	-2.39947239414	-1.74479758901
ABC_820/ABCOpt43/7/	1.0	205.861870027	-2.32267500945	1.21662482189	-2.00307337345	-2.32858308757	-1.80859567842
ABC_820/ABCOpt44/7/	1.0	134.98608931	-2.33949783053	1.19632895571	-2.03903836979	-2.28848616861	-1.73593359407
ABC_820/ABCOpt45/7/	1.0	12.6715578809	-2.46303025695	1.05730713586	-2.61182759977	-3.01253903744	-2.24058323038
ABC_820/ABCOpt46/7/	1.0	54.9621586284	-2.39181033604	1.13535475184	-2.20039528892	-2.64706769082	-1.88328776273
ABC_820/ABCOpt47/7/	1.0	76.1522994415	-2.36925635784	1.16125246863	-2.09213088667	-2.32125982995	-1.87551767796
ABC_820/ABCOpt48/7/	1.0	224.623655007	-2.31653728437	1.22411509368	-2.00728336002	-2.39801667075	-1.7696923752
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.32986686323	1.20790642238	-2.02019089599	-2.25685308392	-1.80578899329
ABC_820/ABCOpt5/7/	1.0	56.7454684851	-2.38610659309	1.14184902673	-2.17219565742	-2.50117946405	-1.90415737996
ABC_820/ABCOpt6/7/	1.0	63.4589594709	-2.38302601371	1.14537200692	-2.16522338396	-2.60494189707	-1.89262936232
ABC_820/ABCOpt7/7/	1.0	142.115912985	-2.3354791225	1.20114632581	-2.0164551918	-2.35811699866	-1.84380034735
ABC_820/ABCOpt8/7/	1.0	216.779962389	-2.32475203233	1.21410048677	-2.01616915406	-2.32627632655	-1.75696775844
ABC_820/ABCOpt9/7/	1.0	52.4778282082	-2.38202343051	1.1465209135	-2.17389091298	-2.69005355727	-1.88328776273
ABC_840/ABCOpt/7/	1.0	52.6313874341	-2.40135733856	1.124567094	-2.19680957757	-2.65804191886	-1.79858330133
ABC_840/ABCOpt1/7/	1.0	102.82038453	-2.34470761714	1.19011254429	-2.057454487	-2.39723996883	-1.79981974951
ABC_840/ABCOpt10/7/	1.0	193.631217438	-2.32358056292	1.21552360175	-1.99989206163	-2.40266682965	-1.74479758901
ABC_840/ABCOpt11/7/	1.0	7.76397537994	-2.40675031282	1.1185186568	-2.41150323553	-3.05155312949	-2.05997798509
ABC_840/ABCOpt12/7/	1.0	19.6741201559	-2.46970253178	1.05027597508	-2.61934017529	-3.1603516494	-2.21137816591
ABC_840/ABCOpt13/7/	1.0	45.5245875512	-2.40020843794	1.12585985231	-2.22936469388	-2.63642989246	-1.92521641751
ABC_840/ABCOpt14/7/	1.0	109.464250137	-2.35290440569	1.18039731465	-2.06338289844	-2.40673465911	-1.75882915063
ABC_840/ABCOpt15/7/	1.0	188.746797001	-2.33304581874	1.20407263854	-2.01783675338	-2.30277097937	-1.78046447218
ABC_840/ABCOpt16/7/	1.0	55.9227008636	-2.38792245539	1.13977746753	-2.16973496313	-2.56460192342	-1.9118907215
ABC_840/ABCOpt17/7/	1.0	235.216770524	-2.31801580334	1.2223065536	-1.99158289824	-2.26907577509	-1.70255307236
ABC_840/ABCOpt18/7/	1.0	132.319722095	-2.33930878148	1.19655514194	-2.03253506062	-2.40231458351	-1.80028583475
ABC_840/ABCOpt19/7/	1.0	236.017920756	-2.31848721634	1.2217304782	-1.9848387483	-2.41631954012	-1.70691146991
ABC_840/ABCOpt2/7/	1.0	138.224751437	-2.34479556518	1.19000788082	-2.03948837558	-2.42940477967	-1.81365549862
ABC_840/ABCOpt20/7/	1.0	25.9958975139	-2.4476024566	1.0737455374	-2.45100227684	-2.85025286247	-2.09240470154
ABC_840/ABCOpt21/7/	1.0	67.6930212573	-2.37477186295	1.15486520539	-2.14621317336	-2.43361578462	-1.80705691934
ABC_840/ABCOpt22/7/	1.0	108.317195066	-2.34865919371	1.18541900299	-2.06405193219	-2.4072697046	-1.77886775096
ABC_840/ABCOpt3/7/	1.0	115.633541842	-2.3475862704	1.18669154922	-2.06453818478	-2.57495685388	-1.83955286847
ABC_840/ABCOpt4/7/	1.0	88.064287086	-2.35603934805	1.17670263144	-2.09301173791	-2.47587655022	-1.87003850088
ABC_840/ABCOpt5/7/	1.0	179.063025652	-2.33122586047	1.2062659958	-2.00708849543	-2.48693710734	-1.75228700401
ABC_840/ABCOpt6/7/	1.0	234.434223721	-2.32630385835	1.21221787516	-2.01421194565	-2.34802756231	-1.80705691934
ABC_840/ABCOpt7/7/	1.0	127.718482251	-2.34632054202	1.18819452938	-2.05032831659	-2.330908853	-1.79073964398
ABC_840/ABCOpt8/7/	1.0	95.1022520041	-2.35374170893	1.17940937781	-2.08488040232	-2.43355781749	-1.79522998756
