sim	gammaShape	gammaScale	cumAbs
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.469622854219
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.497408631271
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.526973870064
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.627895721411
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.477385645688
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.599596572101
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.579211827937
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.511171921135
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.545284072108
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.514530455364
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.612266375246
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.590651968462
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.51770765676
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.500700591945
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.553872208596
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.659750600295
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.597096174511
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.650125170814
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.473301839781
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.506674619914
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.46262575935
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.540027768499
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.491487313791
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.480418068498
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.450350843369
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.520067156803
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.585901371152
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.476972426133
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.586034564971
ABC_820/ABCOpt49/7/	1.0	178.665064818	-0.478940952072
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.676907753296
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.591692135854
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.623032087619
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.480223785482
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.521204249649
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.447564648135
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.446939771578
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.501389190165
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.461154744411
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.563167528637
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.392972509431
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.450496122967
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.48633200537
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.553739437882
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.498965648796
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.399482893575
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.54139650241
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.488355884322
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.498265444463
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.714591514947
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.50517112902
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.429923099291
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.460231883769
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.477377800763
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.806851061442
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.569963254205
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.551463623198
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.571295915969
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.568936933691
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.725538144899
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.504240093492
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.44335023328
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.663432976523
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.48057801862
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.463932860019
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.529846647183
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.527683341814
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.441977100187
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.626934267597
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.507373201215
